161697	mA	3	8
163363	mArg		8
164084	mi	1	8
164311	miT		8
164438	mid	2	8
164465	mil		8
164547	miz	1	8
164576	mih	1	8
164607	mI	1	8
164715	mIl		8
164724	mIv	1	8
165082	muc	2	8
165450	mud	2	8
165763	murC		8
165859	muz	2	8
166006	muh	1	8
166607	mf		8
166791	mfg		8
167121	mfj	1	8
167161	mfq		8
167219	mfd	1	8
167410	mfD	1	8
167423	mfS	1	8
167430	mfz	1	8
168318	mokz		8
168870	mnA		8
168872	myakz		8
168873	mrakz		8
168881	mrad		8
168891	mruc		8
168901	mluc		8
168905	mleC		8
168938	mlE		8
169114	yaj	1	8
169552	yat	2	8
170253	yaB		8
170258	yam		8
171002	yas		8
171018	yA	1	8
171236	yAc		8
171682	yu	1	8
171694	yu	2	8
171731	yuj	1	8
172012	yuD	1	8
172139	yup		8
173028	raMh		8
173050	rakz	1	8
173266	rac		8
173342	raYj		8
174063	raw		8
174075	raR	1	8
174197	raR	2	8
174789	rad		8
174809	raD		8
174860	rap		8
174863	rapS		8
174867	raP		8
174870	raB		8
174928	ram		8
175478	ras	1	8
175485	ras	2	8
175925	rah		8
176008	rA	1	8
176246	rAj	1	8
177153	rAD		8
177844	rAs	1	8
177953	riK		8
177954	riNK		8
177968	riNg		8
177975	ric		8
178040	rip		8
178088	riP		8
178103	riB		8
178131	riS		8
178139	riz	1	8
178173	rih		8
178179	rI	1	8
178213	ru	1	8
178231	ru	3	8
178244	ruc	1	8
178446	ruj	1	8
178489	ruW		8
178506	rud	1	8
178751	ruD	1	8
178755	ruD	2	8
178856	rup	1	8
178902	ruS		8
178916	ruz	1	8
178960	ruh	1	8
179276	rUz		8
179363	rej	1	8
180331	lakz		8
180704	lag		8
181121	laNG		8
181156	lajj		8
181338	lap	1	8
181359	laB		8
181488	lamb	1	8
181587	lal		8
181985	laz		8
181992	las	1	8
182054	lA	1	8
182184	lAYC		9
182337	liK		9
182615	lip		9
182704	liS	1	9
182726	lih	1	9
182753	lI	1	9
182888	luYc		9
182902	luw	2	9
182907	luW	1	9
182908	luW	2	9
182922	luq		9
182926	luRw		9
182956	lup	1	9
183010	luB		9
183058	lul		9
183125	lU	1	9
183229	lok		9
183561	loc		9
184521	vakz		9
184615	vac		9
185127	vaYc		9
185343	vaRw		9
185521	vad		9
185579	vaD		9
185710	van	1	9
186179	vand		9
186277	vap	1	9
186291	vap	2	9
186417	vam		9
187289	varR		9
187679	varD		9
188075	val		9
188205	valg		9
188394	vaS		9
188560	vas	2	9
188997	vas	3	9
188998	vas	4	9
189096	vas	5	9
189238	vah	1	9
189436	vA	2	9
190461	vAYC		9
192249	vAS		9
192285	vAs	2	9
192697	vAh	1	9
194682	vic		9
194956	vij	1	9
195626	vid	1	9
195939	vid	3	9
197416	vip	1	9
200376	viS	1	9
201614	viz	1	9
201878	viz	4	9
203329	vI	1	1
203453	vIj		1
203469	vIq		1
203978	vf	1	1
204040	vf	2	1
204309	vfj	1	1
204340	vft	1	1
204573	vfD		1
204858	vfz		1
205271	ve	1	1
206222	ven		1
206315	vell		1
206478	vezw		1
206544	vE	1	1
208354	vyac		1
208633	vyaT		1
208671	vyaD		1
210345	vye		1
210432	vraj		1
210711	vraSc		1
210765	vrIq		1
210822	vlI		1
210841	SaMs		1
210897	Sak		1
211426	SaNk		1
211740	SaW	4	1
212483	Sad	2	1
212543	Sap	3	1
212651	Sabd		1
212911	Sam	1	1
214531	Sas	1	1
215926	SAl		1
216290	SAs	1	1
216481	Si	1	1
216517	Sikz		1
216845	SiYj		1
218104	Siz	2	1
218170	SI	1	1
218177	SIk		1
218655	SIl	1	1
219184	Suc	1	1
219366	SuD		1
219616	SuB	1	1
219943	Suz	1	1
220027	Suz	3	1
220772	SfD		1
220783	SF		1
221333	So		1
221945	Scut	1	1
221953	SnaT		1
222309	SyE		1
222382	SraT		1
222401	Sram	1	1
222686	SrA		1
222829	Sri	1	1
222857	SrI	1	1
223393	Sru	1	1
223994	SlaT		1
224011	SlAG		1
224043	Sliz	2	1
224373	Svas	1	1
224480	Svi		1
225563	zWiv		1
228852	sac	1	1
229218	saYj	2	1
230505	sad	2	1
231023	san	1	1
232210	sap	1	1
239787	sas		1
239967	sah	1	1
241500	sAD	1	1
241986	sAntv		1
243722	si	1	1
244032	sic	1	1
244298	siD	2	1
244301	siD	3	1
244996	siv		1
245241	su	3	1
250630	suh		1
250729	sU	1	1
250739	sU	2	1
251301	sUd	1	1
251838	sf		1
251924	sfj	1	1
252008	sfp		1
252262	sev		1
252524	so	1	1
254077	skand		1
254241	skamB		1
254257	sku		1
254272	sKal		1
254307	stan		1
254463	stamB		1
254590	stiG		1
254632	stu	1	1
254799	stuB	1	1
254842	stf	1	1
255154	sTag		1
255316	sTA	1	1
256200	snA	1	1
256298	snih	1	1
256456	snu	1	1
256488	spand		1
256521	sparD		1
256550	spaS		1
256588	spf	1	1
256602	spfS	1	1
256712	spfh	1	1
256812	sPAy		1
256860	sPuw		1
256968	sPur	1	1
257015	sPul		1
257075	smi		1
257112	smf	2	1
257403	syand		1
257528	sraMs	1	1
257618	sriv		1
257621	sru		1
258776	svaj		1
258787	svad		1
258909	svan	1	1
258948	svap	1	1
259802	svid	2	1
259868	svf		1
260291	had		1
260297	han	1	1
261643	hary		1
262056	has	1	1
262501	hA	2	1
262507	hA	3	1
262717	hi	1	1
262731	hiMs	1	1
263406	hIq		1
263443	hu	1	1
263626	hf	1	1
263654	hf	2	1
263915	hfz		1
264415	hez	1	1
264643	hnu		1
264681	hras		1
264747	hrAd		1
264772	hrI	1	1
264815	hrez		1
264823	hlag		1
264827	hlAd		1
264858	hval		1
264863	hvf		1
264875	hve		1
