parent_L,parent_k1,child_L,child_k1,child_lex,reciprocal
178645,rudraviDAna,178645.1,rudraviDAnapadDati,f.,yes
178748,rorudA,178748.1,rorudAvat,mfn.,yes
178948,rozaRa,178952.1,rozaRatA,f.,yes
179045,rUkzasvara,179046.1,rUkzasvaram,ind.,yes
179055,rUkzita,179055.1,rUkzitatva,n.,yes
179415,reRukAtanaya,179415.1,reRukAtanayatA,f.,yes
179550,revat,179553.1,revat,ind.,yes
179969,romodgama,208410.1,vyaktaromodgamatva,n.,yes
180146,rohitakUlIya,180146.1,rohitakUlIyAdya,n.,yes
180146,rohitakUlIya,180146.2,rohitakUlIyottara,n.,yes
180197,rOdra,180197.93,rOdram,ind.,yes
180468,lakzIkfta,180469.1,lakzIkftanAsa,mfn.,yes
180904,laGuprayatna,180904.1,laGuprayatnatara,mfn.,yes
181175,lajjASIla,181175.1,lajjASIlatva,n.,yes
181378,labDapratyaya,181378.1,labDapratyayatA,f.,yes
181405,labDAntara,181406.1,labDAntaratva,n.,yes
181464,lipsu,181464.1,lipsutA,f.,yes
181529,lambodara,181535.1,lambodaratA,f.,yes
181619,lalita,181638.1,lalitam,ind.,yes
181764,lalAwa,181764.1,lalAwe,ind.,yes
181834,lava,181847.1,lavam,ind.,yes
181879,lavitavya,181879.1,lavitavyatva,n.,yes
182067,lAkzaRika,182067.1,lAkzaRikatva,n.,yes
182227,lAqi,182227.1,lAqyA,f.,yes
182261,lAlasa,182263.1,lAlasatA,f.,yes
182304,lAvaRyaSeza,182304.1,lAvaRyaSezatA,f.,yes
182376,leKahArin,182376.1,leKahAritva,n.,yes
182943,luRWAka,182944.1,luRWAkatA,f.,yes
182975,luptAhatavisarga,182975.1,luptAhatavisargatA,f.,yes
183011,lubDa,183014.1,lubDam,ind.,yes
183032,loBaSUnya,183032.1,loBaSUnyatva,n.,yes
183049,loBin,183050.1,loBitA,f.,yes
183350,lokaprasidDi,183350.1,lokaprasidDyA,ind.,yes
183381,lokarakza,183381.1,lokarakzADirAja,m.,yes
184063,lOkika,184069.1,lOkikezu,ind.,yes
184261,vaMSarAja,184261.1,vaMSarAjakula,n.,yes
184546,vakzoja,184546.1,vakzojatA,f.,yes
184608,vaNgAlI,184608.1,vaNgAlikA,f.,yes
184712,vacana,184732.1,vacanatA,f.,yes
184712,vacana,184732.2,vacanatva,n.,yes
184713,vacana,184732.3,vacanatva,n.,yes
184999,vajralepAya,184999.1,vajralepAyamAnatva,n.,yes
185040,vajrasAramaya,185040.1,vajrasAramayatva,n.,yes
185843,vanapAla,185845.1,vanapAlADipa,m.,yes
185847,vanapuzpa,185847.2,vanapuzpamaya,,yes
185861,vanabarhiRa,185861.1,vanabarhiRatva,n.,yes
185887,vanamAlAmiSra,185887.1,vanamAlAmiSrIya,n.,yes
186087,vanikA,19678.01,aSokavanika,n.,yes
186257,vanDyaPala,186257.1,vanDyaPalatA,f.,yes
186363,vapus,186367.1,vapuze,ind.,yes
186389,vaprA,186402.1,vaprAvat,ind.,yes
186534,vayogata,186534.1,vayogate,ind.,yes
186836,varadarAja,186836.01,varadarAjacampU,f.,yes
186836,varadarAja,186836.02,varadarAjadaRqaka,m.,yes
186836,varadarAja,186836.03,varadarAjapaYcASat,f.,yes
186836,varadarAja,186836.04,varadarAjamaNgala,n.,yes
186836,varadarAja,186836.05,varadarAjamahizIstotra,n.,yes
186836,varadarAja,186836.06,varadarAjamUla,n.,yes
186836,varadarAja,186836.07,varadarAjaSataka,n.,yes
186836,varadarAja,186836.08,varadarAjasupraBAta,m.,yes
186836,varadarAja,186836.09,varadarAjastava,m.,yes
186836,varadarAja,186836.10,varadarAjastotra,n.,yes
186836,varadarAja,186836.11,varadarAjAzwaka,n.,yes
186836,varadarAja,186836.12,varadarAjAzwottaraSata,n.,yes
186836,varadarAja,186836.13,varadarAjIya,mfn.,yes
187039,varayitavya,187039.1,varayitavyatva,n.,yes
187313,varRakrama,187315.1,varRakrameRa,ind.,yes
187433,varRAntara,187434.1,varRAntaragamana,n.,yes
187444,varRASramaDarma,187442.1,varRASramaDarmadIpa,m.,yes
187461,varRikA,187474.1,varRikAparigraha,m.,yes
187579,vartamAnakAla,187579.1,vartamAnakAlatA,f.,yes
188011,varzASAwI,188011.1,varzASAwIgopaka,m.,yes
188026,varzin,188029.1,varzitA,f.,yes
188221,valgu,188225.1,valgu,ind.,yes
188302,vallaBatara,188302.1,vallaBataratA,f.,yes
188450,vaSendriya,188450.1,vaSendriyatva,n.,yes
188662,vasAmeha,188662.1,vasAmehin,mfn.,yes
188730,vasu,188960.3,vasozpati,m.,yes
188730,vasu,188960.1,vasorDArA,f.,yes
188730,vasu,188960.2,vasorDArAprayoga,m.,yes
188802,vasuDA,188810.1,vasuDAtama,mfn.,yes
188802,vasuDA,188810.2,vasuDAtara,mfn.,yes
188858,vasuMDarA,188866.1,vasuMDarApfzWa,n.,yes
189014,vasitf,189014.1,vasitftama,mfn.,yes
189140,vastutantra,189140.1,vastutantratva,n.,yes
189145,vastuDarma,189145.1,vastuDarmatva,n.,yes
189165,vastuSakti,189165.1,vastuSaktitas,ind.,yes
189449,vAtakalAkalA,189449.1,vAtakalAkalIya,mfn.,yes
189562,vAtavaha,189562.1,vAtavahaka,mfn.,yes
189601,vAtAgara,189601.1,vAtAgarIya,mfn.,yes
189648,vAtAhata,189649.1,vAtAhatanO,f.,yes
189948,vAkyaSeza,189948.1,vAkyaSezatva,n.,yes
190047,vAgdvAra,54351.1,kftavAgdvAra,mfn.,yes
190083,vAgvidagDa,190084.1,vAgvidagDatA,f.,yes
190130,vANmaya,190134.1,vANmayatva,n.,yes
190207,vAcAwa,190208.1,vAcAwatA,f.,yes
190228,vAcin,190228.1,vAcitva,n.,yes
190257,vAcyaliNga,190258,vAcyaliNgatva,n.,yes
190265,vAcyArTa,190265.1,vAcyArTatva,n.,yes
190272,vAja,190291.1,vAjeBis,ind.,yes
190531,vAqabakarza,190531.1,vAqabakarzIya,mfn.,yes
190903,vAnta,190906.1,vAnte,ind.,yes
190991,vAmI,190997.1,vAmIraTa,mfn.,yes
191014,vAmaBft,191014.1,vAmaBfttva,n.,yes
191036,vAma,191046.1,vAmam,ind.,yes
191078,vAmEkavftti,191078.1,vAmEkavfttitva,n.,yes
191207,vAyasatIra,191207.1,vAyasatIrIya,mfn.,yes
191295,vAyuputrAya,191295.1,vAyuputrAyita,n.,yes
191626,vAraka,191630.1,vArakeRa,ind.,yes
192054,vArzAhara,192054.1,vArzAharAdya,n.,yes
192054,vArzAhara,192054.2,vArzAharottara,n.,yes
192105,vAlapriya,192106.1,vAlapriyatva,n.,yes
192386,vAsanAmaya,192386.1,vAsanAmayatva,n.,yes
192421,vAsantikA,192421.1,vAsantikApariRaya,m.,yes
192809,vAhyAlI,192809.1,vAhyAlIBU,f.,yes
192852,vikaraRa,192852.1,vikaraRatva,n.,yes
192897,vikAla,192897.1,vikAlam,ind.,yes
192903,vikukzi,192904.1,vikukzitva,n.,yes
193009,vicCAya,193010.1,vicCAyatA,f.,yes
193017,vijana,193017.1,vijane,ind.,yes
193017,vijana,193017.2,vijanezu,ind.,yes
193166,viDUma,193167.1,viDUme,ind.,yes
193253,vipARqu,193254.1,vipARqutA,f.,yes
193337,vimati,193338.2,vimatiman,m.,yes
193338,vimati,193338.1,vimatitA,f.,yes
193376,vimAtra,193376.1,vimAtratA,f.,yes
193418,virakzas,193418.1,virakzastama,mfn.,yes
193418,virakzas,193418.2,virakzastA,f.,yes
193469,vilakza,193469.1,vilakzatA,f.,yes
193477,vilakzaRa,193480.1,vilakzaRatA,f.,yes
193477,vilakzaRa,193480.2,vilakzaRatva,n.,yes
193491,viloka,193491.2,vilokasTa,mfn.,yes
193550,viviBaktika,193550.1,viviBaktikatva,n.,yes
193586,viSArada,193596.1,viSAradatva,n.,yes
193598.40,viSiKAnupraveSana,193598.41,viSiKAnupraveSanIya,mfn.,yes
193610,viSuzka,193611.1,viSuzkatva,n.,yes
193614,viSfNKala,193617.1,viSfNKalam,ind.,yes
193670,visaMkula,239594,savisaMkulam,ind.,yes
193677.1,visadfSaPala,193677.2,visadfSaPalatA,f.,yes
193686,visaBAga,193686.1,visaBAgatA,f.,yes
193718,visvara,193719.1,visvaram,ind.,yes
193719,visvara,193719.2,visvaram,ind.,yes
193723,vihasta,193729.1,vihastatA,f.,yes
193725,vihasta,193729.2,vihastatA,f.,yes
193797,vikawa,193814.1,vikawam,ind.,yes
194108,vikalpa,194123.1,vikalpena,ind.,yes
194129,vikalpAsaha,194129.1,vikalpAsahatva,n.,yes
194147,vikalpita,194147.1,vikalpitatva,n.,yes
194162,vikrama,194177.1,vikramAt,ind.,yes
194206,vikramasena,194206.1,vikramasenacampU,f.,yes
194210,vikramArka,194210.1,vikramArkacarita,n.,yes
194210,vikramArka,194210.2,vikramArkacaritra,n.,yes
194221,vikramaRa,194222.1,vikramaRaDarmitva,n.,yes
194228,vikramAditya,194228.1,vikramAdityakoSa,m.,yes
194228,vikramAditya,194228.2,vikramAdityacaritra,n.,yes
194228,vikramAditya,194228.3,vikramAdityarAja,m.,yes
194385,vikzepaSakti,194385.1,vikzepaSaktimat,mfn.,yes
194460,vigatarAga,194460.1,vigatarAgaDvaja,m.,yes
194465,vigatasneha,194465.1,vigatasnehasOhfda,mfn.,yes
194528,vigIta,194531.1,vigItatva,n.,yes
194599,viGana,194600.1,viGanatva,n.,yes
194654,viGneSvara,194654.1,viGneSvarakavaca,n.,yes
194654,viGneSvara,194654.2,viGneSvarasaMhitA,f.,yes
194654,viGneSvara,194654.3,viGneSvarasahasranAman,n.,yes
194654,viGneSvara,194654.4,viGneSvarAzwottaraSata,n.,yes
194805,viceya,194806.1,viceyatAraka,mfn.,yes
194921,vicCinna,194924.1,vicCinnatA,f.,yes
195068,vijayadunduBi,195068.1,vijayadunduBitA,f.,yes
195158,vijigIzA,195158.1,vijigIzAvat,mfn.,yes
195158,vijigIzA,195158.3,vijigIzin,mfn.,yes
195158,vijigIzA,195158.2,vijigIzAvivarjita,mfn.,yes
195158,vijigIzA,195158.4,vijigIzIya,mfn.,yes
195178,vijitvara,195179.1,vijitvaratva,n.,yes
195310,vijYAneSvara,195310.1,vijYAneSvaratantra,n.,yes
195310,vijYAneSvara,195310.2,vijYAneSvaravArttika,n.,yes
195332,vijYeya,195332.1,vijYeyatva,n.,yes
195453,vitaRqA,195458.1,vitaRqAtva,n.,yes
195459,vitaRqaka,195459.1,vitaRqakasmfti,f.,yes
195469,vitaTABiniveSa,195469.1,vitaTABiniveSavat,mfn.,yes
195481,vitata,195482.1,vitatam,ind.,yes
195548,vitastA,195550.1,vitastAtva,n.,yes
195593,vitIrRa,195599.1,vitIrRatara,mfn.,yes
195732,vidyADara,195740.1,vidyADaratva,n.,yes
195742,vidyADaramahAcakravartin,195742.1,vidyADaramahAcakravartitA,f.,yes
195745,vidyADarADISa,195745.1,vidyADarADISatA,f.,yes
195750,vidyADarendra,195751.1,vidyADarendratA,f.,yes
195750,vidyADarendra,195751.2,vidyADarendratva,n.,yes
195782,vidyApati,195783.1,vidyApatitva,n.,yes
195887,vidyeSa,195887.1,vidyeSatva,n.,yes
196045,vidarBarAja,196045.1,vidarBarAjaDAnI,f.,yes
196045,vidarBarAja,196045.2,vidarBarAjaputrI,f.,yes
196046,vidarBADipa,196046.1,vidarBADiparAjaDAnI,f.,yes
196104,vidAhin,196105.1,vidAhitva,n.,yes
196148,vidUra,196152.1,vidUram,ind.,yes
196252,videhamukti,196252.1,videhamuktikaTana,n.,yes
196252,videhamukti,196252.2,videhamuktyAdikaTana,n.,yes
196432,vidveza,196434.1,vidvezakarman,n.,yes
196479,viDamana,196480.1,viDamanatA,f.,yes
196520,viDAna,196536.1,viDAnatas,ind.,yes
196548,viDAyaka,196549.1,viDAyakatva,n.,yes
196601,viDiyoga,196602.1,viDiyogAt,ind.,yes
196601,viDiyoga,196602.2,viDiyogatas,ind.,yes
196625,viDizeDa,196625.1,viDizeDatas,ind.,yes
196701,viDura,196707.1,viDuram,ind.,yes
196818,vinata,196828.1,vinatam,ind.,yes
196849,vinAma,196850.1,vinAmaka,m.,yes
196849,vinAma,196850.2,vinAmikA,f.,yes
196885,vinASin,196888.1,vinASitva,n.,yes
196889,vinASya,196889.1,vinASyatva,n.,yes
197306,vinoda,197310.1,vinodAya,ind.,yes
197317,vinodana,197317.1,vinodanatA,f.,yes
197698,viparItAyana,197698.1,viparItAyanagata,mfn.,yes
197705,viparyaya,197715.1,viparyaye,ind.,yes
197705,viparyaya,197715.2,viparyayena,ind.,yes
197705,viparyaya,197715.3,viparyayAt,ind.,yes
197899,vipratizidDa,197900.1,vipratizidDam,ind.,yes
198092,viPalaSrama,198092.1,viPalaSramatva,n.,yes
198101,viPalIkfta,198101.1,viPalIkftayatna,mfn.,yes
198102,viPalIBavizRu,198102.1,viPalIBavizRutA,f.,yes
198102,viPalIBavizRu,198102.2,viPalIBavizRutva,n.,yes
198117,vibanDana,116650.1,parasparavibanDana,mfn.,yes
198121,vibADa,198122.1,vibADavat,mfn.,yes
198156.1,vibuDADipati,198156.2,vibuDADipatya,n.,yes
198180,viBakta,198191.1,viBakte,ind.,yes
198229,viBAgavat,198229.1,viBAgavattA,f.,yes
198416,viBAva,198418.1,viBAvatva,n.,yes
198434,viBAvin,187402.1,varRaviBAvin,m.,yes
198647,vimala,198670.1,vimale,ind.,yes
198717,vimalAnanda,198717.1,vimalAnandanATa,m.,yes
198717,vimalAnanda,198717.2,vimalAnandaBAzya,n.,yes
198807,vimuktakaRWa,198807.1,vimuktakaRWam,ind.,yes
198933,vimfSya,198933.1,vimfSyakArin,mfn.,yes
199029,viyogAvasAna,199029.1,viyogAvasAnatva,n.,yes
199164,virala,199165.1,viralam,ind.,yes
199300,viriYca,199300.1,viriYcatA,f.,yes
199305,viriYcinATa,199305.1,viriYcinATIya,n.,yes
199393,virudDArTa,199393.1,virudDArTatA,f.,yes
199398,virudDopakrama,199398.1,virudDopakramatva,n.,yes
199703,vilAsinI,199706.2,vilAsinikA,f.,yes
199703,vilAsinI,199706.3,vilAsinIjana,m.,yes
199862,vilokanIya,199862.1,vilokanIyatA,f.,yes
199862,vilokanIya,199862.2,vilokanIyatva,n.,yes
199880,viloma,199889.1,vilomam,ind.,yes
199973,vivAdArRavaBaNga,199973.1,vivAdArRavaBaYjana,n.,yes
199976,vivAdAspada,199976.1,vivAdAspadIBUta,mfn.,yes
200153,vivekadfSvan,200153.1,vivekadfSvatva,n.,yes
200262,vivftAnana,200262.1,vivftAnanatva,n.,yes
200302,vivartana,200307.1,vivartananftya,n.,yes
200424,viSada,200432.1,viSadam,ind.,yes
200501,viSAla,200526.1,viSAlam,ind.,yes
200556,viSAlAkzI,200560.1,viSAlAkzImAhAtmya,n.,yes
200668,viSezavyApti,200668.1,viSezavyAptirahasya,n.,yes
200675,viSezArTa,200675.1,viSezArTam,ind.,yes
200696,viSezaRatA,200696.1,viSezaRatAsambanDa,m.,yes
200720,viSezyatA,200720.1,viSezyatAvAda,m.,yes
200729,viSayin,200729.1,viSayitva,n.,yes
200791,viSoDin,200792.1,viSoDitva,n.,yes
200910,viSramBa,200912.1,viSramBAt,ind.,yes
200910,viSramBa,200912.2,viSramBeRa,ind.,yes
201016,viSvakartf,201017.1,viSvakartftva,n.,yes
201550.1,viSvAmitrapurI,201550.2,viSvAmitrapurIya,mfn.,yes
201605,viSvAsana,201605.1,viSvAsanArTam,ind.,yes
201606,viSvAsika,201606.1,viSvAsikatara,mfn.,yes
201610,viSvAsya,201611.1,viSvAsyatara,mfn.,yes
201938,vizama,201941.1,vizameRa,ind.,yes
201949,vizamakriya,201949.1,vizamakriyatva,n.,yes
201974,vizamarAga,201974.1,vizamarAgatA,f.,yes
201986,vizamaSizwa,201987.1,vizamaSizwatva,n.,yes
202095,vizayaka,202095.1,vizayakatva,n.,yes
202105,vizayin,202108.1,vizayitva,n.,yes
202147,vizARin,202153.1,vizARitva,n.,yes
202324,vizwapa,202326.1,vizwape,ind.,yes
202508,vizRupada,202513.1,vizRupadagiri,m.,yes
202625,vizRusahasranAman,202625.1,vizRusahasranAmakaTana,n.,yes
202625,vizRusahasranAman,202625.2,vizRusahasranAmastotra,n.,yes
202751,visArin,202753.1,visAritA,f.,yes
202870,vistara,202874.1,vistareRa,ind.,yes
202870,vistara,202874.2,vistarAt,ind.,yes
202922,vispazwa,202922.1,vispazwam,ind.,yes
202943,visPuwa,202943.1,visPuwIkfta,mfn.,yes
202958,visPurita,202961.2,visPuritADara,mfn.,yes
202958,visPurita,202961.3,visPuritekzaRa,mfn.,yes
202959,visPurita,202961.1,visPuritaSastra,mfn.,yes
203087,visrAvya,203088.1,visrAvyatA,f.,yes
203167,vihAyas,203168.1,vihAyasaHsTalI,f.,yes
203167,vihAyas,203168.2,vihAyasastala,n.,yes
203206,vihitapratizidDa,203206.1,vihitapratizidDatva,n.,yes
203298,vihvala,203299.1,vihvalam,ind.,yes
203382,vItaSaNka,203382.1,vItaSaNkam,ind.,yes
203390,vItahiraRmaya,203390.1,vItahiraRmayatva,n.,yes
203394,vItottara,203394.1,vItottaram,ind.,yes
203702,vIraBadradeva,203702.1,vIraBadradevacampU,f.,yes
203798,vIrasU,203799.1,vIrasUtva,n.,yes
203890,vIriRavat,45574.1,karzUvIriRavat,mfn.,yes
203921.6,vIryavattara,203921.61,vIryavattaratva,n.,yes
204118,vfkagarta,204118.1,vfkagartIya,mfn.,yes
204388,vfttaganDi,204389,vfttaganDitva,n.,yes
204492,vfttAnta,204499.1,vfttAntaSas,ind.,yes
204805,vfndAvanakAvya,204805.1,vfndAvanakAvyawIkA,f.,yes
205174,vfzwa,205177.1,vfzwe,ind.,yes
205206,vfzwisani,205206.1,vfzwisanitva,n.,yes
205675,vedaguhya,205675.1,vedaguhyopanizad,f.,yes
205928,vedanIya,205930.1,vedanIyatA,f.,yes
205929,vedanIya,205930.2,vedanIyatA,f.,yes
205929,vedanIya,205930.3,vedanIyatva,n.,yes
205981,vedAntaprakaraRa,205981.1,vedAntaprakaraRavAkyAmfta,n.,yes
206015,vedAntaviveka,206015.1,vedAntavivekacUqAmaRi,m.,yes
206030,vedAntasidDAnta,206030.1,vedAntasidDAntakOmudI,f.,yes
206030,vedAntasidDAnta,206030.2,vedAntasidDAntacandrikA,f.,yes
206030,vedAntasidDAnta,206030.3,vedAntasidDAntadIpikA,f.,yes
206030,vedAntasidDAnta,206030.4,vedAntasidDAntapradIpa,m.,yes
206030,vedAntasidDAnta,206030.5,vedAntasidDAntaBeda,m.,yes
206030,vedAntasidDAnta,206030.6,vedAntasidDAntamuktAvalI,f.,yes
206030,vedAntasidDAnta,206030.7,vedAntasidDAntaratnAYjali,m.,yes
206030,vedAntasidDAnta,206030.8,vedAntasidDAntasUktimaYjarIprakASa,m.,yes
206218,veDya,206221.1,veDyatA,f.,yes
206290,velAtawa,206290.1,velAtawAnta,m.,yes
206559,vEkawika,53292.1,kuvEkawika,m.,yes
206586,vEkalya,206589.1,vEkalyatA,f.,yes
206643,vEkfta,206652.1,vEkftatva,n.,yes
206923,vEtAlikarRi,206923.1,vEtAlikarRikanTa,n.,yes
206924,vEtula,206924.1,vEtulakanTa,n.,yes
207013.1,vEdiSa,207013.2,vEdiSapura,n.,yes
207151,vEdyAmfta,207151.1,vEdyAmftalaharI,f.,yes
207175,vEdyuta,207180.1,vEdyutakfSAnu,m.,yes
207184,vEDa,207184.1,vEDatva,n.,yes
207308,vEpulya,207309.1,vEpulyasUtra,n.,yes
207381,vEmAtra,207385.1,vEmAtratA,f.,yes
207392,vEmAnika,207394.1,vEmAnikatva,n.,yes
207402,vEmUlya,207402.1,vEmUlyatas,ind.,yes
207453,vEyAKya,239633.1,savEyAKya,mfn.,yes
207460,vEyAGrapadI,207460.1,vEyAGrapadIputra,m.,yes
207486,vEyAsika,207488.1,vEyAsikamata,n.,yes
207534,vErAnubanDin,207536.1,vErAnubanDitA,f.,yes
207682,vEroDaka,207683.1,vEroDakatva,n.,yes
207710,vEvaDika,207712.1,vEvaDikatA,f.,yes
207844,vESyakarman,207844.1,vESyakarmapustaka,n.,yes
208121,vEhAyasa,208122.1,vEhAyasagata,n.,yes
208206,vyaNgAra,208206.1,vyaNgAre,ind.,yes
208243,vyamla,208243.1,vyamlatA,f.,yes
208247,vyalIka,208260.1,vyalIkam,ind.,yes
208349,vyaNgita,208349.1,vyaNgitEkezaRa,,yes
208380,vyakta,208393.1,vyaktam,ind.,yes
208407,vyaktarasa,208407.1,vyaktarasatA,f.,yes
208441,vyaYjaka,208444.1,vyaYjakatva,n.,yes
208451,vyaYjanA,208468.1,vyaYjanAvftti,f.,yes
208558,vyatireka,208562.3,vyatirekeRa,ind.,yes
208558,vyatireka,208562.2,vyatirekAt,ind.,yes
208560,vyatireka,208562.1,vyatireke,ind.,yes
208681,vyaDya,208683.1,vyaDyasira,mfn.,yes
208770,vyapavidDa,208772.1,vyapavidDabfSImaWa,mfn.,yes
208829,vyapoQa,208831.1,vyapoQABra,mfn.,yes
208845,vyaBicAra,19301.1,avyaBicAra,mfn.,yes
208949.2,vyavagAQa,208949.3,vyavagAQavat,mfn.,yes
208957.7,vyavacCedaka,208957.81,vyavacCedakatva,n.,yes
208957.8,vyavacCedaka,208957.82,vyavacCedakatva,n.,yes
208968,vyavaDAna,208974.1,vyavaDAnena,ind.,yes
209081,vyavasTApaka,209081.1,vyavasTApakatva,n.,yes
209218,vyavahArin,209222.1,vyavahAritA,f.,yes
209239,vyavahriyamARa,209239.1,vyavahriyamARatva,n.,yes
209251,vyavAyin,209254.1,vyavAyitva,n.,yes
209255,vyaveta,209255.1,vyavetatva,n.,yes
209340,vyAsa,209352.1,vyAsatas,ind.,yes
209385,vyAsasamAsa,209385.1,vyAsasamAsatas,ind.,yes
209416,vyAkula,209418.1,vyAkulam,ind.,yes
209460.2,vyAkartf,209461.1,vyAkartftva,n.,yes
209479,vyAkoSakohanada,209479.1,vyAkoSakohanadatA,f.,yes
209510,vyAKyAtf,209510.1,vyAKyAtrI,f.,yes
209581.3,vyAGrapad,209581.4,vyAGrapatsmfti,f.,yes
209701,vyAdIrRa,209701.1,vyAdIrRAsya,m.,yes
209788,vyAptigraha,209788.1,vyAptigrahopAya,m.,yes
209788,vyAptigraha,209788.2,vyAptigrahopAyawippaRI,f.,yes
209788,vyAptigraha,209788.3,vyAptigrahopAyapUrvapakzaprakASa,m.,yes
209788,vyAptigraha,209788.4,vyAptigrahopAyarahasya,n.,yes
209829,vyApAdanIya,209829.1,vyApAdanIyatA,f.,yes
209831,vyApAdita,209831.1,vyApAditavat,mfn.,yes
209843,vyApAravat,209843.1,vyApAravattA,f.,yes
209877,vyAmiSra,209880.1,vyAmiSre,ind.,yes
209879,vyAmiSra,209880.2,vyAmiSratA,f.,yes
209893,vyAmfzwa,209893.1,vyAmfzwatilaka,mfn.,yes
209900,vyAyata,209901.1,vyAyatam,ind.,yes
210034,vyAvartaka,210037.1,vyAvartakatA,f.,yes
210034,vyAvartaka,210037.2,vyAvartakatva,n.,yes
210091,vyAvidDa,210092.1,vyAvidDam,ind.,yes
210334,vyUharAja,210334.1,vyUharAjendrA,f.,yes
210503,vrAja,210504.1,vrAjam,ind.,yes
210534,vraRayukta,210534.1,vraRayuktatva,n.,yes
210588,vratacArin,210588.01,vratacAritA,f.,yes
210684,vratopAyana,210685.1,vratopAyanavat,ind.,yes
211041,SakyatA,211041.1,SakyatAvacCedaka,n.,yes
211152,SakrotTAna,211152.1,SakrotTAnotsava,m.,yes
211618,SaNKapuzpI,211619.1,SaNKapuzpISfta,mfn.,yes
211757,SaWatA,211757.1,SaWatAcaraRa,n.,yes
211760,SaWabudDi,211760.1,SaWabudDitA,f.,yes
211850,SataguRa,211851.1,SataguRam,ind.,yes
212084.2,SatamAna,212084.41,SatamAnadakziRa,mfn.,yes
212181,SataSarkara,212181.1,SataSarkaratA,f.,yes
212261,SatAgra,212261.1,SatAgramahizI,f.,yes
212371,Satika,212378.1,SatikavfdDi,mfn.,yes
212379,Satin,212380.1,SatinIBis,ind.,yes
212422.1,SatruMjaya,212424.1,SatruMjayamAhAtmya,n.,yes
212422.2,SatruMjaya,212424.2,SatruMjayastava,m.,yes
212422.3,SatruMjaya,212424.3,SatruMjayastotra,n.,yes
212477,SatrUpajApa,212477.1,SatrUpajApadUzita,mfn.,yes
212492,Sanna,212493.1,Sannamala,mfn.,yes
212566,Sapta,212571.1,Saptavat,mfn.,yes
212799,SabdaveDin,212801.1,SabdaveDitva,n.,yes
212972,Samayitf,212973.1,SamayitfkA,f.,yes
213088,SaMtanu,213088.21,SaMtanutva,n.,yes
213114,SaMkarakiMkara,213115.1,SaMkarakiMkarIBava,m.,yes
213395,SayanIya,213396.1,SayanIyam,ind.,yes
213450,SayyAsana,213450.3,SayyAsanasTa,mfn.,yes
213450.1,SayyAsana,213450.2,SayyAsanaBoga,m.,yes
213605,Saras,213607.1,SarogfhIta,mfn.,yes
213746,Saratparvan,213746.1,SaratparvaSaSin,m.,yes
213757,SaranmeGa,213757.1,SaranmeGavat,ind.,yes
213865,SarIrapraDAnatA,213865.1,SarIrapraDAnatayA,ind.,yes
214220,SalAlu,214221.01,SalAluka,,yes
214283,Savas,214286.1,SavasA,ind.,yes
214461,SaSivaMSa,214462.1,SaSivaMSaja,mfn.,yes
214476,SaSISaSiSu,214476.1,SaSISaSiSuSI,m.,yes
214631.1,SastrAstraBft,214631.2,SastrAstraBfttva,n.,yes
214933,SAkrIya,214933.1,SAkrIyadiS,f.,yes
214957,SAKA,214999.1,SAKAskanDa,m.,yes
215266,SAntodara,215266.1,SAntodaratva,n.,yes
215861,SArNgaDanus,215861.1,SArNgaDanurDara,m.,yes
215928,SAla,215938.1,SAlam,ind.,yes
216026,SAlASraya,216026.1,SAlASrayatva,n.,yes
216047,SAlIna,216051.1,SAlInam,ind.,yes
216056,SAlInaSIla,216056.1,SAlInaSIlatva,n.,yes
216405,SAstrayoni,216405.1,SAstrayonitva,n.,yes
216872,SitAman,216872.1,SitAmatas,ind.,yes
216944,SiTilapIqita,216944.1,SiTilapIqitatA,f.,yes
217149,Siraska,217149.5,Siraskatva,n.,yes
217188,SiromaRi,217191.01,SiromaRitA,f.,yes
217497,Siva,217543.1,Sivam,ind.,yes
217574,SivagaRa,217575.1,SivagaRapura,n.,yes
217841,Sivasamarasa,217841.1,SivasamarasatA,f.,yes
217849,SivasidDAnta,217849.1,SivasidDAntaSAstra,n.,yes
218004,SiSirAMSu,218005.1,SiSirAMSutva,n.,yes
218030,SiSukranda,218030.1,SiSukrandIya,mfn.,yes
218197,SIGra,218204.1,SIGram,ind.,yes
218197,SIGra,218204.2,SIGreRa,ind.,yes
218260,SIGrAstra,218260.1,SIGrAstratva,n.,yes
218356,SItaraSmi,218359.1,SItaraSmitva,n.,yes
218389,SItAMSu,218391.1,SItAMSutA,f.,yes
218389,SItAMSu,218391.2,SItAMSutva,n.,yes
218699,SIlavftta,218700.1,SIlavfttaDara,mfn.,yes
218699,SIlavftta,218700.2,SIlavfttavid,mfn.,yes
219000,SukrasAra,219000.1,SukrasAratA,f.,yes
219578,SunaHpucCa,219578.1,SunaHpucCasmfti,f.,yes
219653,SuBakarman,219655.1,SuBakarmanirRaya,m.,yes
219677,SuBatAti,219677.1,SuBatAtikft,mfn.,yes
219757,SuBASis,219758.1,SuBASIrvacana,n.,yes
219757,SuBASis,219758.2,SuBASIrvAda,m.,yes
219772,SuBodarka,219772.01,SuBodarkatA,f.,yes
219975,SuzkaparRa,219975.1,SuzkaparRavat,ind.,yes
220112,SUnyaSarIra,220112.1,SUnyaSarIratA,f.,yes
220119,SUnyahfdaya,220120.1,SUnyahfdayatva,n.,yes
