L_number,resolved_to_ls,terminal_siglum,kind,confidence
175879,MW.,MW.,meta,same-cluster
175931,W.,W.,meta,same-cluster
175932,W.,W.,meta,same-cluster
175975,MW.,MW.,meta,crossed-headword
175985,R.,R.,real,crossed-headword
176000,Vop.,Vop.,real,crossed-headword
176016,Pur.,Pur.,real,same-cluster
176017,Pur.,Pur.,real,same-cluster
176025,Kathās.,Kathās.,real,crossed-headword
176043,RV.,RV.,real,crossed-headword
176043.1,RV.,RV.,real,crossed-headword
176139,Daś.,Daś.,real,crossed-headword
176142,Kāvyād.,Kāvyād.,real,same-cluster
176171,W.,W.,meta,same-cluster
176188,L.,L.,meta,same-cluster
176193,Pur.,Pur.,real,same-cluster
176203,Cat.,Cat.,meta,crossed-headword
176204,Cat.,Cat.,meta,crossed-headword
176231,MBh.,MBh.,real,same-cluster
176236,MBh.,MBh.,real,crossed-headword
176239,R.,R.,real,crossed-headword
176246,RV.,RV.,real,same-cluster
176246,RV.,RV.,real,same-cluster
176246,MBh.,MBh.,real,same-cluster
176255,Rājat.,Rājat.,real,crossed-headword
176335,Kathās.,Kathās.,real,crossed-headword
176368,W.,W.,meta,same-cluster
176369,W.,W.,meta,crossed-headword
176475,Kāv.,Kāv.,real,same-cluster
176478,MBh.,MBh.,real,same-cluster
176492,Rājat.,Rājat.,real,crossed-headword
176508,L.,L.,meta,crossed-headword
176578,Kāv.,Kāv.,real,same-cluster
176591.2,Cat.,Cat.,meta,crossed-headword
176634,MW.,MW.,meta,crossed-headword
176636,MBh.,MBh.,real,same-cluster
176687,Kathās.,Kathās.,real,crossed-headword
176696.1,MW.,MW.,meta,crossed-headword
176705,Kathās.,Kathās.,real,crossed-headword
176733,R.,R.,real,crossed-headword
176764,Hariv.,Hariv.,real,crossed-headword
176769,Rājat.,Rājat.,real,crossed-headword
176771,Cat.,Cat.,meta,crossed-headword
176845,RV.,RV.,real,same-cluster
176879,AV.,AV.,real,same-cluster
176995,Vcar.,Vcar.,real,crossed-headword
177050.2,ŚBr.,ŚBr.,real,same-cluster
177110,ŚBr.,ŚBr.,real,crossed-headword
177111,ŚBr.,ŚBr.,real,crossed-headword
177153,Br.,Br.,real,same-cluster
177158,MW.,MW.,meta,same-cluster
177180,AV.,AV.,real,same-cluster
177182,BhP.,BhP.,real,same-cluster
177183,BhP.,BhP.,real,same-cluster
177219,Cat.,Cat.,meta,crossed-headword
177225,Cat.,Cat.,meta,same-cluster
177253,RV.,RV.,real,same-cluster
177254,RV.,RV.,real,same-cluster
177273,Cat.,Cat.,meta,same-cluster
177289,RV.,RV.,real,crossed-headword
177306,Cat.,Cat.,meta,crossed-headword
177341,Cat.,Cat.,meta,crossed-headword
177353,Cat.,Cat.,meta,crossed-headword
177358,Cat.,Cat.,meta,same-cluster
177368,MW.,MW.,meta,crossed-headword
177397,Cat.,Cat.,meta,same-cluster
177402,Cat.,Cat.,meta,same-cluster
177403,Cat.,Cat.,meta,same-cluster
177404,Cat.,Cat.,meta,same-cluster
177405,Cat.,Cat.,meta,same-cluster
177424,Cat.,Cat.,meta,same-cluster
177425,Cat.,Cat.,meta,same-cluster
177426,Cat.,Cat.,meta,same-cluster
177430,Cat.,Cat.,meta,same-cluster
177431,Cat.,Cat.,meta,crossed-headword
177432,Cat.,Cat.,meta,crossed-headword
177435,Cat.,Cat.,meta,crossed-headword
177441,Cat.,Cat.,meta,same-cluster
177464,Cat.,Cat.,meta,same-cluster
177465,Cat.,Cat.,meta,crossed-headword
177466,Cat.,Cat.,meta,crossed-headword
177488,Cat.,Cat.,meta,same-cluster
177492,Cat.,Cat.,meta,crossed-headword
177519,Cat.,Cat.,meta,crossed-headword
177538,Cat.,Cat.,meta,crossed-headword
177539,Cat.,Cat.,meta,crossed-headword
177549,L.,L.,meta,crossed-headword
177550,L.,L.,meta,crossed-headword
177571,Cat.,Cat.,meta,crossed-headword
177572.1,Cat.,Cat.,meta,crossed-headword
177607,Cat.,Cat.,meta,crossed-headword
177608,Cat.,Cat.,meta,crossed-headword
177609,Cat.,Cat.,meta,crossed-headword
177610,Cat.,Cat.,meta,crossed-headword
177613,RāmatUp.,RāmatUp.,real,same-cluster
177768,Col.,Col.,real,crossed-headword
177769,Col.,Col.,real,crossed-headword
177783,Megh.,Megh.,real,crossed-headword
177821,Kathās.,Kathās.,real,crossed-headword
177824,R.,R.,real,same-cluster
177844,Kāv.,Kāv.,real,same-cluster
177867,Hcar.,Hcar.,real,same-cluster
177878,MBh.,MBh.,real,crossed-headword
177917,MW.,MW.,meta,crossed-headword
177975,RV.,RV.,real,same-cluster
177975,RV.,RV.,real,same-cluster
177975,RV.,RV.,real,same-cluster
177975,RV.,RV.,real,same-cluster
177975,Kāv.,Kāv.,real,same-cluster
177991,Āpast.,Āpast.,real,same-cluster
178001,MW.,MW.,meta,same-cluster
178009,Mn.,Mn.,real,same-cluster
178017,W.,W.,meta,same-cluster
178040,RV.,RV.,real,same-cluster
178042,RV.,RV.,real,same-cluster
178045,RV.,RV.,real,same-cluster
178048,VarBṛS.,VarBṛS.,real,same-cluster
178064,VarBṛS.,VarBṛS.,real,crossed-headword
178065,VarBṛS.,VarBṛS.,real,crossed-headword
178103,RV.,RV.,real,same-cluster
178106,RV.,RV.,real,same-cluster
178131,RV.,RV.,real,same-cluster
178131,RV.,RV.,real,same-cluster
178139,RV.,RV.,real,same-cluster
178139,RV.,RV.,real,same-cluster
178139,RV.,RV.,real,same-cluster
178154,MārkP.,MārkP.,real,crossed-headword
178173,"Naigh. iii, 14",Naigh.,real,same-cluster
178179,RV.,RV.,real,same-cluster
178179,RV.,RV.,real,same-cluster
178179,RV.,RV.,real,same-cluster
178182,RV.,RV.,real,same-cluster
178196,MW.,MW.,meta,crossed-headword
178212,"Dhātup. xxi, 15",Dhātup.,real,same-cluster
178213,RV.,RV.,real,same-cluster
178213,RV.,RV.,real,same-cluster
178213,RV.,RV.,real,same-cluster
178213,MBh.,MBh.,real,same-cluster
178223,W.,W.,meta,same-cluster
178244,RV.,RV.,real,same-cluster
178244,MBh.,MBh.,real,same-cluster
178244,RV.,RV.,real,same-cluster
178271,MBh.,MBh.,real,same-cluster
178272,MBh.,MBh.,real,same-cluster
178338,VarBṛS.,VarBṛS.,real,same-cluster
178358,MBh.,MBh.,real,same-cluster
178383,Śiś.,Śiś.,real,same-cluster
178397,W.,W.,meta,same-cluster
178402,Kāv.,Kāv.,real,same-cluster
178422,W.,W.,meta,crossed-headword
178446,MaitrS.,MaitrS.,real,same-cluster
178461,MW.,MW.,meta,same-cluster
178465,MW.,MW.,meta,crossed-headword
178468.3,MW.,MW.,meta,same-cluster
178488,"Dhātup. xviii, 7",Dhātup.,real,same-cluster
178506,Kāv.,Kāv.,real,same-cluster
178506,RV.,RV.,real,same-cluster
178514,Kāv.,Kāv.,real,same-cluster
178558,Cat.,Cat.,meta,crossed-headword
178559,Cat.,Cat.,meta,crossed-headword
178566,NṛsUp.,NṛsUp.,real,same-cluster
178734,ŚBr.,ŚBr.,real,same-cluster
178755,Br.,Br.,real,same-cluster
178755,Kāv.,Kāv.,real,same-cluster
178775,Megh.,Megh.,real,crossed-headword
178836,Pañcat.,Pañcat.,real,crossed-headword
178875,"Uṇ. ii, 14",Uṇ.,real,same-cluster
178885,Hariv.,Hariv.,real,same-cluster
178902,Dhātup.,Dhātup.,real,same-cluster
178902,Dhātup.,Dhātup.,real,same-cluster
178910,RV.,RV.,real,crossed-headword
178914.1,RV.,RV.,real,same-cluster
178916,"RV. viii, 99, 4",RV.,real,same-cluster
178916,Divyāv.,Divyāv.,real,same-cluster
178922,VP.,VP.,real,crossed-headword
178926,Kāv.,Kāv.,real,crossed-headword
178960,AV.,AV.,real,same-cluster
178992,Mālav.,Mālav.,real,crossed-headword
178993,Mālav.,Mālav.,real,crossed-headword
179018,Kāv.,Kāv.,real,same-cluster
179034,Suśr.,Suśr.,real,crossed-headword
179140,Col.,Col.,real,crossed-headword
179160,Kaṇ.,Kaṇ.,real,crossed-headword
179238,Divyāv.,Divyāv.,real,crossed-headword
179250,"Pāṇ. v, 2, 120",Pāṇ.,real,same-cluster
179253,"Pāṇ. v, 3, 54",Pāṇ.,real,same-cluster
179300,RV.,RV.,real,crossed-headword
179367,"Dhātup. xxi, 4",Dhātup.,real,same-cluster
179367,"Dhātup. xxi, 4",Dhātup.,real,same-cluster
179428,"Mn. v, 63.",Mn.,real,crossed-headword
179469,"Dhātup. x, 10.",Dhātup.,real,crossed-headword
179506,MBh.,MBh.,real,same-cluster
179512,"Nir. vi, 14",Nir.,real,crossed-headword
179532,Kāś.,Kāś.,real,crossed-headword
179549,AV.,AV.,real,same-cluster
179550,AV.,AV.,real,same-cluster
179590,ChUp.,ChUp.,real,crossed-headword
179615,Cat.,Cat.,meta,crossed-headword
179672,VarBṛS.,VarBṛS.,real,crossed-headword
179753,BhP.,BhP.,real,same-cluster
179786,MBh.,MBh.,real,crossed-headword
179805,"Dhātup. ix, 73",Dhātup.,real,same-cluster
179837,Suśr.,Suśr.,real,same-cluster
179910,Yājñ.,Yājñ.,real,crossed-headword
179993,Rājat.,Rājat.,real,same-cluster
180086,Saṃgīt.,Saṃgīt.,real,same-cluster
180124,"Naigh. i, 13",Naigh.,real,same-cluster
180135,Hariv.,Hariv.,real,same-cluster
180165,Buddh.,Buddh.,real,same-cluster
180177,MBh.,MBh.,real,same-cluster
180187,Pravar.,Pravar.,real,crossed-headword
180197.36,VarBṛS.,VarBṛS.,real,same-cluster
180197.68,Saṃgīt.,Saṃgīt.,real,same-cluster
180200,MBh.,MBh.,real,same-cluster
180279,ŚBr.,ŚBr.,real,crossed-headword
180397,"Pāṇ. i, 4, 84",Pāṇ.,real,same-cluster
180460,Jātakam.,Jātakam.,real,same-cluster
180520,R.,R.,real,crossed-headword
180526,43,43,real,same-cluster
180536,Cat.,Cat.,meta,same-cluster
180540,Cat.,Cat.,meta,crossed-headword
180543,Cat.,Cat.,meta,same-cluster
180559,Cat.,Cat.,meta,crossed-headword
180584,Cat.,Cat.,meta,same-cluster
180588,Cat.,Cat.,meta,same-cluster
180704,"Nir. iv, 10",Nir.,real,same-cluster
180704,"Nir. iv, 10",Nir.,real,same-cluster
180707,W.,W.,meta,same-cluster
180719,VarBṛS.,VarBṛS.,real,same-cluster
180720,VarBṛS.,VarBṛS.,real,same-cluster
180721,VarBṛS.,VarBṛS.,real,same-cluster
180722,VarBṛS.,VarBṛS.,real,same-cluster
180723,VarBṛS.,VarBṛS.,real,same-cluster
180729,Kathās.,Kathās.,real,crossed-headword
180743,MW.,MW.,meta,crossed-headword
180744,MW.,MW.,meta,crossed-headword
180773,W.,W.,meta,crossed-headword
180804,Npr.,Npr.,real,crossed-headword
180805,Npr.,Npr.,real,crossed-headword
180963,W.,W.,meta,same-cluster
180964,W.,W.,meta,same-cluster
181046,Naiṣ.,Naiṣ.,real,same-cluster
181090,W.,W.,meta,same-cluster
181146,Rājat.,Rājat.,real,same-cluster
181156,Rājat.,Rājat.,real,same-cluster
181170,W.,W.,meta,crossed-headword
181180,Rājat.,Rājat.,real,crossed-headword
181215,Vcar.,Vcar.,real,crossed-headword
181234,"Dhātup. xix, 53",Dhātup.,real,same-cluster
181234,"xxxv, 81",xxxv,real,same-cluster
181234,"xxxii, 7",xxxii,real,same-cluster
181246,"Dhātup. xxxii, 9",Dhātup.,real,same-cluster
181249,L.,L.,meta,crossed-headword
181252,Bhpr.,Bhpr.,real,same-cluster
181287,Dhanv.,Dhanv.,real,same-cluster
181314,Śak.,Śak.,real,crossed-headword
181315,Śak.,Śak.,real,crossed-headword
181317,Npr.,Npr.,real,same-cluster
181338,MBh.,MBh.,real,same-cluster
181359,Br.,Br.,real,same-cluster
181366,MW.,MW.,meta,crossed-headword
181368,W.,W.,meta,crossed-headword
181375,Ml.,Ml.,real,crossed-headword
181389,Kāraṇḍ.,Kāraṇḍ.,real,same-cluster
181390,Kāraṇḍ.,Kāraṇḍ.,real,same-cluster
181488,MBh.,MBh.,real,same-cluster
181488,MBh.,MBh.,real,same-cluster
181488,MBh.,MBh.,real,same-cluster
181488,Kāv.,Kāv.,real,same-cluster
181488,Kathās.,Kathās.,real,same-cluster
181509,Pañcat.,Pañcat.,real,same-cluster
181520,MBh.,MBh.,real,same-cluster
181571,MBh.,MBh.,real,same-cluster
181587,Kāv.,Kāv.,real,same-cluster
181589,W.,W.,meta,same-cluster
181590,W.,W.,meta,same-cluster
181619,Rājat.,Rājat.,real,same-cluster
181628,Saṃgīt.,Saṃgīt.,real,same-cluster
181658,Lalit.,Lalit.,real,same-cluster
181659,Lalit.,Lalit.,real,same-cluster
181665,Rājat.,Rājat.,real,crossed-headword
181715,Cat.,Cat.,meta,same-cluster
181749,Suśr.,Suśr.,real,crossed-headword
181761,W.,W.,meta,crossed-headword
181781,MBh.,MBh.,real,same-cluster
181791,"Pāṇ. iv, 3, 55",Pāṇ.,real,same-cluster
181826,Rājat.,Rājat.,real,crossed-headword
181835,Kāv.,Kāv.,real,same-cluster
181911,MBh.,MBh.,real,same-cluster
181915,Suśr.,Suśr.,real,crossed-headword
181985,"Dhātup. xxxiii, 55",Dhātup.,real,same-cluster
181992,Kathās.,Kathās.,real,same-cluster
182011,W.,W.,meta,same-cluster
182050,Pat.,Pat.,real,crossed-headword
182054,Bhaṭṭ.,Bhaṭṭ.,real,same-cluster
182201,W.,W.,meta,same-cluster
182205,Kathās.,Kathās.,real,crossed-headword
182223,Cat.,Cat.,meta,crossed-headword
182227,Cat.,Cat.,meta,crossed-headword
182227.1,Cat.,Cat.,meta,crossed-headword
182237,Dharmaś.,Dharmaś.,real,crossed-headword
182271,W.,W.,meta,same-cluster
182289,Śiś.,Śiś.,real,same-cluster
182315,W.,W.,meta,crossed-headword
182337,Br.,Br.,real,same-cluster
182337,Hariv.,Hariv.,real,same-cluster
182343,W.,W.,meta,same-cluster
182371,Camp.,Camp.,real,crossed-headword
182393,Suśr.,Suśr.,real,same-cluster
182442,VarBṛS.,VarBṛS.,real,same-cluster
182476,"Dhātup. v, 48",Dhātup.,real,same-cluster
182519,MW.,MW.,meta,same-cluster
182595,MBh.,MBh.,real,same-cluster
182596,MBh.,MBh.,real,same-cluster
182615,RV.,RV.,real,same-cluster
182615,Sāy.,Sāy.,real,same-cluster
182635,Lalit.,Lalit.,real,crossed-headword
182696,IW. 173 n. 2,IW.,real,crossed-headword
182704,"Dhātup. xxvi, 70",Dhātup.,real,same-cluster
182704,"xxviii, 127",xxviii,real,same-cluster
182717,Hcar.,Hcar.,real,crossed-headword
182726,"Dhātup. xxiv, 6",Dhātup.,real,same-cluster
182726,"Dhātup. xxiv, 6",Dhātup.,real,same-cluster
182726,"Dhātup. xxiv, 6",Dhātup.,real,same-cluster
182726,"Dhātup. xxiv, 6",Dhātup.,real,same-cluster
182736,MBh.,MBh.,real,same-cluster
182753,ŚBr.,ŚBr.,real,same-cluster
182753,ŚBr.,ŚBr.,real,same-cluster
182753,"Pāṇ. i, 3, 70",Pāṇ.,real,same-cluster
182775,MW.,MW.,meta,crossed-headword
182806,Kāv.,Kāv.,real,same-cluster
182845,Pañcar.,Pañcar.,real,crossed-headword
182888,Kāv.,Kāv.,real,same-cluster
182908,Hit.,Hit.,real,same-cluster
182908,BhP.,BhP.,real,same-cluster
182910,W.,W.,meta,same-cluster
182973,Pratāp.,Pratāp.,real,crossed-headword
183010,R.,R.,real,same-cluster
183026,MBh.,MBh.,real,same-cluster
183030,Hit.,Hit.,real,crossed-headword
183044,MBh.,MBh.,real,crossed-headword
183054,"xxxii, 113",xxxii,real,same-cluster
183088,MW.,MW.,meta,crossed-headword
183119,PañcavBr.,PañcavBr.,real,crossed-headword
183125,"Pāṇ. vi, 1, 196",Pāṇ.,real,same-cluster
183125,"viii, 3, 79",viii,real,same-cluster
183125,"viii, 3, 79",viii,real,same-cluster
183125,"viii, 3, 79",viii,real,same-cluster
183125,Rājat.,Rājat.,real,same-cluster
183125,Rājat.,Rājat.,real,same-cluster
183125,Rājat.,Rājat.,real,same-cluster
183125,Rājat.,Rājat.,real,same-cluster
183156,"Pāṇ. vi, 1, 112",Pāṇ.,real,crossed-headword
183163,W.,W.,meta,crossed-headword
183244,MW.,MW.,meta,crossed-headword
183247,BhP.,BhP.,real,same-cluster
183248,BhP.,BhP.,real,same-cluster
183252,MBh.,MBh.,real,crossed-headword
183270,W.,W.,meta,same-cluster
183275,Prasaṅg.,Prasaṅg.,real,crossed-headword
183290,Buddh.,Buddh.,real,same-cluster
183303,Rājat.,Rājat.,real,same-cluster
183334,BhP.,BhP.,real,same-cluster
183356,MW.,MW.,meta,same-cluster
183387,Kathās.,Kathās.,real,crossed-headword
183409,W.,W.,meta,same-cluster
183413,MBh.,MBh.,real,crossed-headword
183444,MBh.,MBh.,real,crossed-headword
183474,Sāh.,Sāh.,real,same-cluster
183500,MW.,MW.,meta,same-cluster
183545,Pañcad.,Pañcad.,real,crossed-headword
183548,W.,W.,meta,crossed-headword
183561,"Dhātup. xxxiii, 104",Dhātup.,real,same-cluster
183603,Rājat.,Rājat.,real,crossed-headword
183626,"Uṇ. iii, 86",Uṇ.,real,same-cluster
183694,"Pāṇ. vi, 3, 63",Pāṇ.,real,crossed-headword
183704,MBh.,MBh.,real,same-cluster
183730,VarBṛS.,VarBṛS.,real,crossed-headword
183764,"Mn. viii, 289.",Mn.,real,crossed-headword
183915,MBh.,MBh.,real,same-cluster
183916,MBh.,MBh.,real,same-cluster
183998,Kauś.,Kauś.,real,crossed-headword
184011,BhP.,BhP.,real,same-cluster
184040,Suśr.,Suśr.,real,same-cluster
184079,MBh.,MBh.,real,same-cluster
184099,MBh.,MBh.,real,crossed-headword
184126,L.,L.,meta,crossed-headword
184143,Hariv.,Hariv.,real,same-cluster
184145,MBh.,MBh.,real,same-cluster
184180,R.,R.,real,same-cluster
184277,W.,W.,meta,same-cluster
184345,AV.,AV.,real,crossed-headword
184346,AV.,AV.,real,crossed-headword
184348,"Dhātup. iv, 14",Dhātup.,real,same-cluster
184407,MW.,MW.,meta,same-cluster
184409,BhP.,BhP.,real,same-cluster
184477,W.,W.,meta,same-cluster
184480,W.,W.,meta,same-cluster
184483,RV.,RV.,real,crossed-headword
184518,Kathās.,Kathās.,real,same-cluster
184527,"RV. x, 64, 9",RV.,real,same-cluster
184535,RV.,RV.,real,crossed-headword
184569,AV.,AV.,real,crossed-headword
184608,L.,L.,meta,crossed-headword
184615,Br.,Br.,real,same-cluster
184615,Br.,Br.,real,same-cluster
184636,W.,W.,meta,same-cluster
184637,W.,W.,meta,same-cluster
184670,VarBṛS.,VarBṛS.,real,crossed-headword
184690,RV.,RV.,real,crossed-headword
184697,L.,L.,meta,crossed-headword
184739,W.,W.,meta,crossed-headword
184740,W.,W.,meta,crossed-headword
184786,RV.,RV.,real,crossed-headword
184802,VarBṛS.,VarBṛS.,real,same-cluster
184805,VarBṛS.,VarBṛS.,real,same-cluster
184817,Rājat.,Rājat.,real,same-cluster
184832,W.,W.,meta,same-cluster
184845,Kāraṇḍ.,Kāraṇḍ.,real,same-cluster
184852.1,Kāraṇḍ.,Kāraṇḍ.,real,same-cluster
184853,Kāraṇḍ.,Kāraṇḍ.,real,crossed-headword
184855,BhP.,BhP.,real,same-cluster
184946,Pañcat.,Pañcat.,real,crossed-headword
184947,Pañcat.,Pañcat.,real,crossed-headword
184979,Kāraṇḍ.,Kāraṇḍ.,real,same-cluster
184985,R.,R.,real,same-cluster
184988,Hariv.,Hariv.,real,same-cluster
185004,Cat.,Cat.,meta,crossed-headword
185038,MBh.,MBh.,real,same-cluster
185069,W.,W.,meta,same-cluster
185090,R.,R.,real,crossed-headword
185091,R.,R.,real,crossed-headword
185117,PañcavBr.,PañcavBr.,real,same-cluster
185127,Kāv.,Kāv.,real,same-cluster
185127,Kāv.,Kāv.,real,same-cluster
185152,R.,R.,real,same-cluster
185255,"Dhātup. ix, 46",Dhātup.,real,same-cluster
185280,Hariv.,Hariv.,real,same-cluster
185303,KātyŚr.,KātyŚr.,real,same-cluster
185307,VarBṛS.,VarBṛS.,real,same-cluster
185317,BhP.,BhP.,real,same-cluster
185322,Kathās.,Kathās.,real,crossed-headword
185323,Kathās.,Kathās.,real,crossed-headword
185351,MW.,MW.,meta,same-cluster
185370,"Dhātup. viii, 18",Dhātup.,real,same-cluster
185372,W.,W.,meta,same-cluster
185403,Cat.,Cat.,meta,same-cluster
185458,Hariv.,Hariv.,real,same-cluster
185464,"Pāṇ. iv, 3, 36.",Pāṇ.,real,crossed-headword
185478,Kathās.,Kathās.,real,crossed-headword
185484,BhP.,BhP.,real,same-cluster
185521,AV.,AV.,real,same-cluster
185521,Br.,Br.,real,same-cluster
185521,Br.,Br.,real,same-cluster
185521,Kāv.,Kāv.,real,same-cluster
185658,RV.,RV.,real,crossed-headword
185676,ĀpGṛ.,ĀpGṛ.,real,crossed-headword
185680,HPariś.,HPariś.,real,same-cluster
185685,MBh.,MBh.,real,crossed-headword
185710,RV.,RV.,real,same-cluster
185710,RV.,RV.,real,same-cluster
185710,RV.,RV.,real,same-cluster
185712,W.,W.,meta,same-cluster
185722,RV.,RV.,real,same-cluster
185767,W.,W.,meta,same-cluster
185779,Kāv.,Kāv.,real,same-cluster
185780,Kāv.,Kāv.,real,same-cluster
185946,Inscr.,Inscr.,real,crossed-headword
185988,W.,W.,meta,same-cluster
185989,W.,W.,meta,crossed-headword
185990.10,Br.,Br.,real,same-cluster
186037,Hariv.,Hariv.,real,crossed-headword
186047,MBh.,MBh.,real,same-cluster
186067,"x, 92, 15",x,real,same-cluster
186067,"viii, 6, 34",viii,real,same-cluster
186103,RV.,RV.,real,same-cluster
186105,RV.,RV.,real,same-cluster
186106,"iii, 40, 7",iii,real,same-cluster
186121,"RV. iv, 30, 5",RV.,real,same-cluster
186123,"RV. i, 132, 1",RV.,real,same-cluster
186158,MW.,MW.,meta,crossed-headword
186159,MW.,MW.,meta,crossed-headword
186186,SV.,SV.,real,crossed-headword
186205,RV.,RV.,real,crossed-headword
186291,Br.,Br.,real,same-cluster
186291,Br.,Br.,real,same-cluster
186291,RV.,RV.,real,same-cluster
186291,MBh.,MBh.,real,same-cluster
186319,Vait.,Vait.,real,same-cluster
186340,MBh.,MBh.,real,crossed-headword
186352,VP.,VP.,real,same-cluster
186397,Gol.,Gol.,real,crossed-headword
186399,W.,W.,meta,crossed-headword
186412,Rājat.,Rājat.,real,crossed-headword
186417,"Pāṇ. vi, 4, 126",Pāṇ.,real,same-cluster
186417,ŚāṅkhBr.,ŚāṅkhBr.,real,same-cluster
186417,Suśr.,Suśr.,real,same-cluster
186481,VS.,VS.,real,crossed-headword
186501,Kāv.,Kāv.,real,same-cluster
186510,RV.,RV.,real,same-cluster
186511,"i, 165, 5.",i,real,crossed-headword
186528,RV.,RV.,real,crossed-headword
186555,Āpast.,Āpast.,real,crossed-headword
186560,"RV. ix, 68",RV.,real,same-cluster
186561,"i, 112, 6",i,real,same-cluster
186664,RV.,RV.,real,crossed-headword
186666,RV.,RV.,real,same-cluster
186667,RV.,RV.,real,same-cluster
186760,BhP.,BhP.,real,crossed-headword
186779.16,RV.,RV.,real,same-cluster
186782,Npr.,Npr.,real,same-cluster
186807,Dhanv.,Dhanv.,real,same-cluster
186830,Bhpr.,Bhpr.,real,same-cluster
186844,MW.,MW.,meta,same-cluster
186847,R.,R.,real,same-cluster
186856,R.,R.,real,crossed-headword
186939,Npr.,Npr.,real,crossed-headword
186946,Rājat.,Rājat.,real,crossed-headword
187004,MW.,MW.,meta,same-cluster
187009,BhP.,BhP.,real,crossed-headword
187096,MBh.,MBh.,real,same-cluster
187098,Cat.,Cat.,meta,same-cluster
187135,R.,R.,real,crossed-headword
187218,Līl.,Līl.,real,same-cluster
187224,"Pāṇ. iv, 3, 64.",Pāṇ.,real,crossed-headword
187258,MBh.,MBh.,real,same-cluster
187284,Car.,Car.,real,crossed-headword
187287.1,W.,W.,meta,same-cluster
187296,IW. 210 n. 1,IW.,real,same-cluster
187344,W.,W.,meta,same-cluster
187477,MW.,MW.,meta,same-cluster
187561,W.,W.,meta,crossed-headword
187562,W.,W.,meta,crossed-headword
187565,Br.,Br.,real,same-cluster
187588,Suśr.,Suśr.,real,same-cluster
187590,Kathās.,Kathās.,real,same-cluster
187597,Suśr.,Suśr.,real,same-cluster
187607,Śak.,Śak.,real,same-cluster
187626,MBh.,MBh.,real,same-cluster
