k1_slp1,L_sense_count,dcs_freqBand,dcs_band_label,mw_gloss_snippet
cyota,1,1,hapax(1),"m. = Scy˚, L., Sch."
dASI,1,2,rare(2-9),"(I), f. fisherwoman, female slave, L."
dAkzAyya,2,2,rare(2-9),"m. a vulture, L."
dAlI,1,2,rare(2-9),"f. a kind of plant = deva-dAlI, L."
dAmanaparvan,1,1,hapax(1),n. the 14th day in light half of the month Caitra (a festival on which flowers are gathere
dAqimIsAra,1,1,hapax(1),"m. = dAqima, L."
dAqimba,1,2,rare(2-9),"m. the pomeg˚ tree, L."
dAruganDA,1,1,hapax(1),"f. a kind of perfume, L."
dArukadalI,1,1,hapax(1),"f. a kind of wild plantain (= vana-), L."
dArupItA,1,1,hapax(1),"f. = -niSA, L."
dArupattrI,1,1,hapax(1),"f. Balanites Roxburghii, L."
dArvIkvATodBava,1,2,rare(2-9),"n. collyrium prepared from Curcuma Aromatica or Xanthorrhiza, L."
dArvipattrikA,1,1,hapax(1),"f. N. of a plant = go-jihvA, L."
dEna,2,1,hapax(1),"mf(I)n. (fr. dina) relating to a day, diurnal, daily, L."
dEtyA,2,2,rare(2-9),"f. N. of plants (= caRqOhaDi and murA), L."
dEtyamedaja,1,1,hapax(1),"m. ‘produced from the marrow of a D˚’, a kind of bdellium, L."
dIpapuzpa,1,1,hapax(1),"m. ‘l˚-flower’, Michelia Campaka, L."
dIptaka,2,2,rare(2-9),"m. or n. a kind of disease of the nose, L."
dIptalocana,1,1,hapax(1),"m. ‘having glittering eyes’, a cat, L."
dIptaloha,1,1,hapax(1),"n. the shining metal, brass, L."
dIptapiNgala,1,1,hapax(1),"m. ‘bright and yellowish’, a lion, L."
dIrGaPalaka,1,1,hapax(1),"m. Agati Grandiflora, L."
dIrGaSAKikA,1,1,hapax(1),"f. a kind of shrub, L."
dIrGaSUka,1,2,rare(2-9),"m. ‘having l˚ awns or beards’, a sort of rice, L."
dIrGaSUkaka,1,1,hapax(1),"m. ‘having l˚ awns or beards’, a sort of rice, L."
dIrGaSara,1,1,hapax(1),"m. ‘having a l˚ reed’, Andropogon Bicolor, L."
dIrGaSimbika,1,1,hapax(1),"m. ‘having a l˚ pod’, black mustard, L."
dIrGadaRqI,1,1,hapax(1),"f. a kind of small shrub (= go-rakzI), L."
dIrGadaRqaka,1,1,hapax(1),"m. Ricinus Communis, L."
dIrGadruma,1,1,hapax(1),"m. ‘the lofty tree’, Salmalia Malabarica, L."
dIrGagati,1,1,hapax(1),"m. ‘making l˚ journeys’, a camel, L."
dIrGagranTi,1,1,hapax(1),"m. ‘having l˚ knots or joints’, Scindapsus Officinalis (= gaja-pippalI), L."
dIrGakARqA,1,2,rare(2-9),"f. a sort of creeper, L."
dIrGakARqa,1,1,hapax(1),"m. ‘having l˚ joints’, the root of Scirpus Kysoor, L."
dIrGakIla,1,1,hapax(1),"m. ‘l˚-stemmed’, Alangium Hexapetalum (= aNkowa), L. ="
dIrGakUraka,1,1,hapax(1),"n. ‘l˚ rice’, a kind of r˚ (= rAjAnna), L."
dIrGakaRA,1,1,hapax(1),"f. white cumin, L."
dIrGakaRwa,1,1,hapax(1),"m. ‘long-thorned’, N. of a plant (= varvUra), L."
dIrGakandikA,1,1,hapax(1),"f. Curculigo Orchioides (= muzalI), L."
dIrGalohitayazwikA,1,1,hapax(1),"f. ‘having a l˚ red stem’, red sugarcane, L."
dIrGamUlaka,1,2,rare(2-9),"n. a kind of radish, L."
dIrGapAda,1,1,hapax(1),"= -pad, L."
dIrGapAdapa,1,2,rare(2-9),"m. = -taru or the Areca-nut tree, L."
dIrGapallava,1,1,hapax(1),"m. ‘having l˚ shoots or tendrils’, Cannabis Sativa or Crotolaria Juncea, L."
dIrGaparRI,1,2,rare(2-9),"f. a species of plant related to the Hemionitis Cordifolia, L."
dIrGapattrA,3,3,uncommon(10-99),"f. a kind of plant related to the Hemionitis Cordifolia, L."
dIrGapattrI,1,2,rare(2-9),"f. = palASI or mahAcaYcu, L."
dIrGapattrikA,3,2,rare(2-9),"f. Desmodium Gangeticum, L."
dIrGapawolikA,1,1,hapax(1),"f. a kind of cucurbitaceous fruit, L."
dIrGapuzpa,1,1,hapax(1),"m. ‘having l˚ flowers’, Michelia Champaka or Calotropis Gigantea, L."
dIrGarAgA,1,1,hapax(1),"f. = -raNgA, L."
dIrGaraNgA,1,1,hapax(1),"f. ‘having a lasting colour’, turmeric, L."
dIrGarohizaka,1,1,hapax(1),"m. a kind of fragrant grass, L."
dIrGaskanDa,1,1,hapax(1),"m. = -taru, L."
dIrGataru,1,1,hapax(1),"m. ‘the lofty tree’, the Tāl or palm tree, L."
dIrGatfRa,1,1,hapax(1),"n. a kind of grass (= palli-vAha), L."
dIrGavfkza,1,1,hapax(1),"m. = -taru, L."
dIrGavfntaka,1,2,rare(2-9),"m. Calosanthes Indica and a variety of it, L."
dIrGavfttaPalA,1,1,hapax(1),"(vfnta-?) f. a kind of gourd, L."
dIrGervAru,1,1,hapax(1),"m. a kind of cucumber (= qaNgari), L."
dUramUla,1,2,rare(2-9),"m. Saccharum Munjia or Alhagi Maurorum, L."
daDiPala,1,2,rare(2-9),"m. Feronia elephantum (its fruit having the acid taste of daDi), L."
daDija,2,2,rare(2-9),"mfn. produced from or on daDi, L."
daDipuzpI,1,2,rare(2-9),"f. the plant kola-simbI, L."
daDipuzpikA,1,2,rare(2-9),"f. ‘milk-flower’, Clitoria Ternatea, L."
daDisneha,1,1,hapax(1),"m. = -maRqa, L."
daDna,1,2,rare(2-9),"m. N. of Yama, L."
daRqakandaka,1,1,hapax(1),"m. N. of a bulb, L."
daRqavfkzaka,1,1,hapax(1),"m. Tithymalus antiquorum, L."
daSAnIkinI,1,1,hapax(1),"f. ‘ten-arrayed’, a complete army, L."
daSaBUmiga,1,1,hapax(1),"m. ‘traversing the 10 stages’, a Buddha, L."
daSabAhu,1,2,rare(2-9),"m. ‘ten-armed’, Śiva, L."
daSabala,1,2,rare(2-9),"m. ‘possessing 10 powers’, N. of a Buddha, L."
daSanavAsas,1,1,hapax(1),"n. = -vasana, L."
daSapAramitADara,1,1,hapax(1),"m. ‘possessing the 10 perfections’, a Buddha, L."
dadruGna,2,2,rare(2-9),"m. (also dard˚) = ˚drU-, L."
dadrunASinI,1,1,hapax(1),"f. ‘removing leprosy’, N. of an insect, L. (v.l. dard˚)."
dagDaruhA,1,2,rare(2-9),"f. N. of a plant, L."
dagDaruha,1,1,hapax(1),"m. ‘growing in ashes’, Clerodendrum phlomoides, L."
dahanAguru,1,1,hapax(1),"n. a kind of Agallochum, L."
dahanArAti,1,1,hapax(1),"m. ‘fire-enemy’, water, L."
dahanI,1,2,rare(2-9),"f. Sanseviera Roxburghiana, L."
dahanopala,1,2,rare(2-9),"m. the sun-gem, L."
dakzA,1,2,rare(2-9),"(A), f. the earth, L."
dakziRAvartakI,1,1,hapax(1),"f. Tragia involucrata, L."
dakziRasTa,1,1,hapax(1),"m. ‘standing on the right of his master’, a charioteer, L."
dalAQaka,7,1,hapax(1),"m. Pistia Stratiotes, Jasminum multiflorum or pubescens, wild sesamum, Mesua ferrea, Acaci"
dalAmla,1,1,hapax(1),"n. sorrel, L."
dalaja,1,2,rare(2-9),"mfn. produced from petals (honey), L., Sch."
dalapuzpA,1,1,hapax(1),"f. Pandanus odoratissimus, L. ="
damyasAraTi,1,1,hapax(1),"m. ‘guide of those who have to be restrained’, N. of a Buddha, L."
dantArbuda,1,1,hapax(1),"m. n. = ˚ta-SoPa, L."
dantAyuDa,1,1,hapax(1),"m. ‘tusk-weaponed’, a hog, L."
dantaPala,2,1,hapax(1),"m. Feronia elephantum, L."
dantaSaWA,1,2,rare(2-9),"f. Oxalis pusilla, L."
dantabIjA,2,1,hapax(1),"f. id., L."
dantabIja,1,1,hapax(1),"m. pomegranate, L."
dantabIjaka,1,1,hapax(1),"m. = ˚ja, L."
dantaharzaRa,1,2,rare(2-9),"m. = -karzaRa, L."
dantakAzWaka,1,1,hapax(1),"m. N. Tabernaemontana coronaria, L."
dantavastra,1,1,hapax(1),"m. n. = -cCada, L."
dantikA,1,2,rare(2-9),"f. (ikA) Croton polyandrum (yielding a pungent oil), L."
dantimada,1,1,hapax(1),"m. the juice flowing from a rutting elephant's temples, L."
dantinI,1,2,rare(2-9),"(inI), f. = ˚tikA, L."
darBAhvaya,1,1,hapax(1),"m. Saccharum Munja, L."
darBapattra,1,1,hapax(1),"m. Saccharum spontaneum, L."
darBawa,1,1,hapax(1),"n. = dArvawa, L."
darSayAminI,1,1,hapax(1),"f. the new moon night, L."
darvika,1,2,rare(2-9),"m. a ladle, L."
dasradevatA,1,1,hapax(1),"f. ‘having the Aśvins as deity’, the Nakṣatra Aśvinī, L."
davadagDaka,1,1,hapax(1),"N. of a grass, L."
dayAkUrca,1,1,hapax(1),"m. ‘store of pity’, a Buddha, L."
dehada,1,2,rare(2-9),"m. ‘b˚- (life?) giving’, quicksilver, L. (cf. pAra-)."
dehasAra,1,1,hapax(1),"m. ‘b˚ essence’, marrow, L."
devArhA,1,1,hapax(1),"f. Sida Rhomboidea, L."
devAtmA,1,1,hapax(1),"f. the mother of the gods, L. (cf. devatAtmA)."
devAvAsa,2,1,hapax(1),"m. id., L."
devIkowa,1,2,rare(2-9),"n. ‘Durgā's stronghold’, N. of a town (prob. Devicotta on the Coromandel coast, south-east"
devaDAnya,1,2,rare(2-9),"n. ‘god's grain’, Andropogon Saccharatus, Andropogon Saccharatus, Holcus Saccharatus or Sa"
devaKAtaka,1,1,hapax(1),"n., id., L."
devaSeKara,1,1,hapax(1),"m. ‘d˚ diadem’, Artemisia Indica, L."
devaSreRI,1,2,rare(2-9),"f. Sanseviera Zeylanica, L."
devabalA,1,2,rare(2-9),"f. Sida Rhomboidea, L."
devadroRI,2,2,rare(2-9),"f. an idol procession (orig. ablution; cf. droRI), L."
devadunduBi,2,2,rare(2-9),"m. ‘d˚ drum’, holy basil with red flowers, L."
devagAyana,1,1,hapax(1),"m. ‘celestial songster’, a Gandharva, L."
devaganDA,1,2,rare(2-9),"f. ‘having d˚ fragrance’, a kind of medic. plant (= mahAmodA), L."
devakAnta,1,1,hapax(1),"m. ‘god-loved’ (?), magnet, L. (cf. candra-, sUrya-)."
devalANgulikA,1,1,hapax(1),"f. Tragia Involucrata, L."
devanAla,1,1,hapax(1),"m. = -nala, L."
devanala,1,1,hapax(1),"m. ‘god's reed’, Arundo Bengalensis, L. (cf. -nAla)."
devaparRa,1,1,hapax(1),"n. ‘divine leaf’, N. of a medic. plant (= sura-), L."
devapraSna,1,1,hapax(1),"m. ‘consulting the gods’, fortune-telling, L. (cf. dEva-)."
devaputrI,1,2,rare(2-9),"f. Trigonella Corniculata, L."
devaputrikA,1,2,rare(2-9),"f. Trigonella Corniculata, L."
devapuzpa,1,2,rare(2-9),"n. ‘divine flower’, cloves, L."
devasahA,1,2,rare(2-9),"f. N. of plants (= saha-devI or (?) BikzA-sUtra), L."
devasarzapa,1,2,rare(2-9),"m. ‘d˚ mustard’, a kind of m˚, L."
devatAqa,4,2,rare(2-9),"m. Lipeocercis Serrata, L. (also ˚qaka m. or ˚qI f.)"
devavallaBa,1,2,rare(2-9),"m. Rottlera Tinctoria, L."
devavarDaki,1,2,rare(2-9),"m. ‘d˚ architect’, N. of Viśva-karman, L."
devavfkza,3,2,rare(2-9),"m. ‘d˚ tree’, a tree of paradise (cf. -taru), L."
devejya,1,2,rare(2-9),"m. ‘teacher of the g˚’, N. of Bṛhas-pati i.e. the planet Jupiter, L."
devezwA,1,2,rare(2-9),"f. the wild lime tree, L. (see also m.)"
dfQaPala,1,1,hapax(1),"m. ‘having hard fruit’, the cocoa-nut tree, L."
dfQabIja,3,2,rare(2-9),"m. ‘having hard seeds’, Cassia Tora, L."
dfQagranTi,1,1,hapax(1),"m. ‘hard-knotted’, a bamboo, L."
dfQakARqA,1,2,rare(2-9),"f. a kind of creeping plant, L."
dfQakARqa,2,2,rare(2-9),"m. ‘strong stemmed’, a bamboo, L."
dfQalatA,1,2,rare(2-9),"f. ‘having strong branches’, a kind of plant, L."
dfQamUla,3,2,rare(2-9),"m. ‘having a hard root’, the cocoa-nut tree, L."
dfQapAdA,1,2,rare(2-9),"f. Andrographis Paniculata, L."
dfQapAdI,1,1,hapax(1),"f. Phyllanthus Niruri, L."
dfQapattrI,1,1,hapax(1),"f. Eleusine Indica, L."
dfQapattra,1,1,hapax(1),"m. ‘strong-leaved’, a bamboo, L."
dfQapraroha,1,1,hapax(1),"m. ‘growing strongly’, Ficus Infectoria, L."
dfQaraNgA,1,2,rare(2-9),"f. ‘having a fast colour’, alum, L."
dfQaskanDa,1,2,rare(2-9),"m. ‘strong-stemmed’, a sort of Mimusops, L."
dfQataru,1,2,rare(2-9),"m. ‘strong tree’, Grislea Tomentosa, L."
dfQatfRA,1,1,hapax(1),"f. Eleusine Indica, L."
dfQatfRa,1,1,hapax(1),"n. ‘strong grass’, Saccharum Munjia, L."
dfQatvac,1,1,hapax(1),"m. ‘tough-barked’, a kind of reed, L."
dfQavalkA,1,1,hapax(1),"f. Hibiscus Cannabinus, L."
dfQavalka,1,1,hapax(1),"m. ‘hard-barked’, the Areca-palm, L."
dfQavalkala,1,1,hapax(1),"m. ‘id.’, Artocarpus Lacucha, L."
dfkprasAdA,1,2,rare(2-9),"f. ‘eye-cleaner’, a blue stone used for a collyrium (= kulatTA), L."
dfzatsAra,1,1,hapax(1),"n. ‘stone-hard’, iron, L."
dinajyotis,1,1,hapax(1),"n. daylight, sunshine, L."
dinamUrDan,1,1,hapax(1),"m. ‘day-head’, the eastern mountain (cf. udaya/), L."
dinapraBA,1,1,hapax(1),"f. = -jyotis, L."
divAmaDya,1,1,hapax(1),"n. midday, noon, L."
divAnDA,1,1,hapax(1),"f. a kind of bird (= valgulA), L."
divAsvApA,1,1,hapax(1),"f. a kind of night-bird (= valgulA), L."
divan,1,2,rare(2-9),"m. a day, L. (cf. prati-)."
divyaganDA,2,2,rare(2-9),"f. large cardamoms, L."
divyaganDa,2,2,rare(2-9),"m. ‘having a divine odour’, sulphur, L."
divyalatA,1,2,rare(2-9),"f. ‘the d˚ creeper’, Sanseviera Zeylanica (= mUrvA), L."
divyapuzpA,1,1,hapax(1),"f. a kind of plant, L."
divyapuzpa,1,1,hapax(1),"m. Nerium Odorum, L."
divyarasa,1,2,rare(2-9),"m. ‘d˚ fluid’, quicksilver, L."
divyasAra,1,1,hapax(1),"m. ‘having d˚ juice or resin’, Thorea Robusta, L."
divyatejas,1,1,hapax(1),"n. a kind of plant, L."
divyodaka,1,2,rare(2-9),"n. ‘d˚ water’ i.e. rainwater, L."
dohadavatI,1,1,hapax(1),"f. having a pregnant woman's longing for anything, L."
dolikA,1,1,hapax(1),"f. a litter, swing, cradle, L."
drAviqaka,2,2,rare(2-9),"m. Curcuma Zedoaria, L."
drOReya,1,2,rare(2-9),"n. a kind of salt, L."
drURa,2,1,hapax(1),"m. a scorpion, L."
dravIkf,1,3,uncommon(10-99),"to liquefy, melt, L."
dravaja,1,1,hapax(1),"m. treacle, L."
dravarasA,1,1,hapax(1),"f. ‘having fluid essence’, lac, gum, extract, L."
dravatpattrI,1,1,hapax(1),"f. a kind of shrub (= SimfqI), L."
droRIja,1,1,hapax(1),"n. = -lavaRa, L."
droRIlavaRa,1,1,hapax(1),"n. a kind of salt coming from Droṇī, L."
droRakAka,1,2,rare(2-9),"m. a raven, L. (cf. above)."
droRapuzpa,1,1,hapax(1),"n. flower of Leucas Linifolia, L. (cf. above)."
druha,2,2,rare(2-9),"m. a son, L."
drukilima,1,2,rare(2-9),"n. Pinus Deodora, L."
drumAmaya,1,1,hapax(1),"m. = ˚ma-vyADi, L."
drumAri,1,1,hapax(1),"m. ‘enemy of trees’, an elephant, L."
drumaSrezWa,1,1,hapax(1),"m. ‘the best of trees’, N. of the palm-tree (= tAla), L."
drumavyADi,1,2,rare(2-9),"m. ‘tree disease’, lac, resin, L."
drumotpala,1,2,rare(2-9),"m. Pterospermum Acerifolium, L."
drunaKa,1,1,hapax(1),"m. ‘tree-nail’, thorn, L."
duHzamA,1,2,rare(2-9),"(A), f. (with Jainas) N. of two spokes in the wheel of time (viz. the 5th in the Ava-sarpi"
dugDASman,1,1,hapax(1),"m. calcareous spar, L."
dugDI,1,1,hapax(1),"(I), f. a kind of Asclepias (= kzIrAvikA), L."
dugDaPenI,1,2,rare(2-9),"f. a kind of small shrub (= gojA-parRI, payaH-PenI, &c.), L."
dugDabIjA,2,2,rare(2-9),"f. rice mixed with m˚, L."
dugDapAzARa,1,2,rare(2-9),"n. calcareous spar, L."
dugDatumbI,1,1,hapax(1),"f. a kind of gourd, L."
dugDinikA,1,1,hapax(1),"f. red-flowered Apāmārga, L."
dundu,2,2,rare(2-9),"m. id., L."
durADarzA,1,1,hapax(1),"f. a kind of shrub (= kuwumbinI), L."
durAlamBA,1,2,rare(2-9),"f. = -AlaBA, L."
durArohA,1,2,rare(2-9),"f. the silk-cotton tree, L."
durAruhA,1,1,hapax(1),"f. Phoenix Sylvestris, L."
durDarzA,1,2,rare(2-9),"f. N. of two plants (= nAga-damanI and kanTArI), L."
durGoza,1,1,hapax(1),"m. ‘harsh-sounding, roaring’, a bear, L."
duradfzwa,1,1,hapax(1),"n. ill luck, L."
duranuboDa,1,1,hapax(1),"mfn. d˚ to be recollected, L."
durdruma,1,1,hapax(1),"m. a green onion, L."
durlaBA,1,2,rare(2-9),"f. Alhagi Maurorum or = Sveta-kaRwa-kArI, L."
durmarA,1,2,rare(2-9),"f. a kind of Dūrvā grass or Asparagus Racemosus, L."
durmohA,1,1,hapax(1),"f. Capparis Sepiaria, L."
durnAmAri,1,2,rare(2-9),"m. ‘enemy of p˚’, the bulbous root of Amorphophallus Campanulatus, L."
durvAta,1,2,rare(2-9),"m. ‘bad wind’, a fart, L."
duzpattra,1,2,rare(2-9),"n. a kind of perfume (= cora), L."
duzpraDarzA,1,2,rare(2-9),"f. Alhagi Maurorum or Phoenix Sylvestris, L."
duzpraveSA,1,1,hapax(1),"f. a species of Opuntia, L."
dvAdaSANgI,1,1,hapax(1),"f. the collective Jaina sacred writings (consisting of 12 parts), L."
dvEmAtfka,1,1,hapax(1),"mf(I)n. nourished by (2 mothers i.e. by) rain and rivers (as a country, cf. deva-M˚ and na"
dvIpaja,1,1,hapax(1),"n. = -KarjurI, L."
dvIpinaKa,1,1,hapax(1),"m. Unguis odoratus, L."
dvIpyA,1,1,hapax(1),"(A), f. Asparagus Racemosus (cf. dvIpikA and dvilpi-Satru), L."
dvayahIna,1,1,hapax(1),"mfn. destitute of both genders, neuter, L."
dviDAkaraRa,1,1,hapax(1),"n. the dividing into 2, making twofold, arranging in two ways, L."
dviWa,1,2,rare(2-9),"m. N. of the Visarga (as having 2 points) and of Svāhā (wife of Agni), L."
dvijANgikA,1,1,hapax(1),"f. a kind of medicinal plant (= kawukA), L."
dvijabanDu,1,1,hapax(1),"m. ‘a mere twice-born’, a B˚ &c. -only by name, L. (cf. kzatra-)."
dvijadAsa,1,1,hapax(1),"m. ‘slave of the twice-born’, a Śūdra, L."
dvijakutsita,1,2,rare(2-9),"m. ‘despised by Brāhmans’, Cordia Latifolia and Myxa, L."
dvijasevaka,1,1,hapax(1),"m. = -dAsa, L."
dvijavraRa,1,1,hapax(1),"m. gum-boil, L."
dvijeSa,1,1,hapax(1),"m. = ˚ja-pati, L."
dviparRI,1,2,rare(2-9),"f. wild jew's thorn, L."
dviradAntaka,1,1,hapax(1),"m. ‘destroyer of the e˚’, lion, L."
dvyazwa,1,1,hapax(1),"n. (fr. azwan?) copper, L. (cf. 2. dvizwa)."
ekAzWIla,1,2,rare(2-9),"m. ‘having one kernel’, Agati Grandiflora, L."
ekaPalA,1,1,hapax(1),"f. producing only one fruit, N. of a plant, L."
ekadanta,1,2,rare(2-9),"m. ‘one-toothed’, N. of Gaṇeśa, L."
ekakaRwaka,1,1,hapax(1),"m. a species of Silurus, L."
ekamUlA,2,1,hapax(1),"f. Linum Usitatissimum, L."
ekapattra,1,2,rare(2-9),"m. N. of a plant, L."
ekapattrikA,1,1,hapax(1),"f. Ocimum Gratissimum, L."
ekarada,1,1,hapax(1),"m. ‘one-tusked’, N. of Gaṇeśa, L."
elAvAluka,1,1,hapax(1),"n. a kind of perfume (cf. elav˚), L."
elavila,1,1,hapax(1),"m. N. of Kuvera, L. (cf. Elavila.)"
eraRqaPalA,1,1,hapax(1),"f. id., L."
eraRqaka,1,1,hapax(1),"m. Ricinus Communis, L."
eraRqapattraka,1,2,rare(2-9),"m. Ricinus Communis, L."
eraRqapattrikA,1,1,hapax(1),"f. Croton Polyandrum, L."
ezA,1,1,hapax(1),"f. wish, L.;"
fjurohita,1,1,hapax(1),"n. the straight red bow of Indra, L."
fkzaganDA,2,1,hapax(1),"f. Argyreia Argenteia, L."
fkzaganDikA,1,1,hapax(1),"f. Batatas Paniculata, L."
gAYjikAya,1,1,hapax(1),"m. a quail, L."
gArDrapakza,1,1,hapax(1),"m. an arrow decorated with vulture's feathers, L."
gAruqI,1,2,rare(2-9),"f. N. of a creeper, L."
gArutmatapattrikA,1,1,hapax(1),"f. ‘emerald-leaved’, N. of a plant, L."
gAtrAnulepanI,1,1,hapax(1),"f. fragrant unguents &c. smeared upon the body, perfume for the person, L."
gErI,1,2,rare(2-9),"f. Methonica superba, L."
gErikAkza,1,1,hapax(1),"m. the plant Jala-madhūka, L."
gIrlatA,1,1,hapax(1),"f. Cardiospermum Halicacabum, L."
gOlika,1,1,hapax(1),"m. Bignonia suaveolens (= go-liha, -lIQa), L."
gOrA,1,1,hapax(1),"(A), f. = rI/, L. (cf. gOlA)"
gOrANgI,1,1,hapax(1),"f. cardamoms, L."
gOrAjAjI,1,1,hapax(1),"f. = ˚ra-jIraka, L."
gOrIlalita,1,1,hapax(1),"n. orpiment, L."
gOrIputra,1,2,rare(2-9),"m. = -ja, Kārttikeya, L."
gOrIpuzpa,2,1,hapax(1),"m. ‘white-flowered’, panic (priya/Mgu), L."
gOraKara,1,1,hapax(1),"m. a wild donkey, L. (cf. gOqaka-mfga.)"
gOrasuvarRa,1,2,rare(2-9),"n. a kind of vegetable, L."
gOrijeya,1,1,hapax(1),"n. (for gEr˚?) talc, L."
gOtamasamBavA,1,1,hapax(1),"f. the Gautamī river, L."
gUQANGri,1,1,hapax(1),"m. = ˚Qa-pad, L."
gUQANga,1,1,hapax(1),"m. ‘hidden-bodied’, a tortoise, L."
gUQamallikA,1,2,rare(2-9),"f. Alangium hexapetalum, L."
gUQapattra,2,2,rare(2-9),"m. ‘hidden-leaved’, Capparis aphylla, L."
gUQapuzpaka,1,1,hapax(1),"m. ‘hidden-blossomed’, Mimusops Elengi, L."
gaNgApattrI,1,2,rare(2-9),"f. N. of a plant, L."
gaRAgraRI,1,2,rare(2-9),"m. (= ˚Ra-nAyaka) N. of Gaṇeśa, L."
gaRadevatA,1,1,hapax(1),"f. pl. troops of deities who generally appear in classes (Ādityas, Viśvas, Vasus, Tuṣitas,"
gaRahAsa,1,2,rare(2-9),"m. a species of perfume, L."
gaRanAyikA,1,1,hapax(1),"f. Durgā, L."
gaRaparvata,1,1,hapax(1),"m. ‘the mountain frequented by troops of demi-gods’, N. of the Kailāsa (this mountain bein"
gaRarUpa,1,1,hapax(1),"m. the swallow-wort, L."
gaRarUpaka,1,2,rare(2-9),"m. id., L."
gaReSakusuma,1,1,hapax(1),"m. a variety of oleander with red flowers, L."
gaRikArI,1,2,rare(2-9),"f. (= ˚RikA) Premna spinosa (commonly Gaṇiyārī or also Vaḍa-Gaṇiyārī, a small tree with a "
gaRikArikA,1,2,rare(2-9),"f. (= ˚RikA) Premna spinosa (commonly Gaṇiyārī or also Vaḍa-Gaṇiyārī, a small tree with a "
gaRipiwaka,1,1,hapax(1),"n. the twelve sacred writings or Aṅgas of the Jainas collectively, L."
gaRqUpadI,1,2,rare(2-9),"f. a small or female worm, L."
gaRqakArI,2,1,hapax(1),"f. = -kAlI, L."
gaRqamAla,1,3,uncommon(10-99),"m. inflammation of the glands of the neck, L."
gaRqamAlikA,1,1,hapax(1),"f. Mimosa pudica, L."
gadAgada,1,1,hapax(1),"m. du. ‘Gada and Agada’, the two Aśvins (physicians of heaven), L. (cf. gadAntaka.)"
gadAgraRI,1,1,hapax(1),"m. ‘chief of all diseases’, consumption, L."
gadAhvaya,1,1,hapax(1),"m. id., L."
gadAntaka,1,1,hapax(1),"m. du. ‘removing sickness’, N. of the two Aśvins, L."
gadArAti,1,1,hapax(1),"m. ‘the enemy of diseases’, a drug, medicament, L."
gahvarA,1,2,rare(2-9),"f. the plant Embelia Ribes, L."
gajAKya,1,2,rare(2-9),"m. ‘named after an elephant (cf. gaja-skanDa)’, Cassia Alata or Tora, L."
gajARqa,1,1,hapax(1),"n. ‘an elephant's testicle’, a kind of carrot, L."
gajAhvA,1,1,hapax(1),"f. = ˚ja-pippalI, L."
gajAhva,1,2,rare(2-9),"n. = ˚ja-sAhvaya, L."
gajAri,2,2,rare(2-9),"m. (= ˚ja-mAcala) ‘enemy of elephants’, a lion, L."
gajAsya,1,3,uncommon(10-99),"m. = ˚ja-muKa, L."
gajaBakzA,1,1,hapax(1),"f. (= -priyA) the gum Olibanum tree, L."
gajaBakzaka,1,1,hapax(1),"m. ‘elephant's (favourite) food’, Ficus religiosa, L."
gajaBakzyA,1,2,rare(2-9),"f. id., L."
gajabanDana,1,1,hapax(1),"n. a post to which an elephant is bound, L."
gajacirBawA,1,2,rare(2-9),"f. Cucumis maderaspatanus, L."
gajacirBiwA,1,1,hapax(1),"f. another kind of gourd, L."
gajacirBiwa,1,1,hapax(1),"m. id., L."
gajadAna,1,1,hapax(1),"n. the exudation from an elephant's temples, L."
gajadantaPalA,1,2,rare(2-9),"f. a kind of pumpkin, L."
gajakanda,1,1,hapax(1),"m. (= hasti-k˚) a kind of bulbous plant, L."
gajapriyA,1,1,hapax(1),"f. ‘dear to elephants’, Boswellia serrata, L."
gajavallaBA,2,2,rare(2-9),"f. = -priyA, L."
gajezwA,1,1,hapax(1),"f. ‘dear to elephants’, Batatas paniculata, L."
gajozaRA,1,2,rare(2-9),"f. = ˚ja-pippalI, L."
galA,1,1,hapax(1),"f. (for medo-g˚) a plant akin to the Mimosa pudica, L."
galastanI,1,1,hapax(1),"f. (= ˚le-st˚) ‘having (small fleshy protuberances, resembling) nipples depending from the"
gamBArI,1,2,rare(2-9),"f. the tree Gmelina arborea (also its flower, fruit, and root), L."
ganDADika,1,1,hapax(1),"n. a kind of perfume, L."
ganDASman,1,3,uncommon(10-99),"m. = ˚Da-pAzARa, L."
ganDAlI,2,2,rare(2-9),"f. a wasp, L."
ganDArI,1,2,rare(2-9),"f. for gAnD˚ (N. of a Vidyā-devī), L."
ganDaDUmaja,1,1,hapax(1),"m. a kind of perfume, L."
ganDaPalA,4,2,rare(2-9),"f. the plant Priyaṃgu, L."
ganDaPala,3,2,rare(2-9),"m. ‘having a fragrant fruit’, Feronia elephantum, L."
ganDaSAka,1,1,hapax(1),"n. a kind of vegetable, L."
ganDabIjA,1,1,hapax(1),"f. ‘having fragrant seeds’, Trigonella foenum graecum, L."
ganDabahulA,1,1,hapax(1),"f. the plant Gorakṣī, L."
ganDabahula,1,2,rare(2-9),"m. = -taRqula, L."
ganDacelikA,2,2,rare(2-9),"f. musk, L. (v.l. ganDa-kelikA)"
ganDadalA,1,1,hapax(1),"f. ‘fragrant-leaved’, N. of a plant (aja-modA), L."
ganDakAzWa,2,2,rare(2-9),"n. a fragrant wood (as sandal, aloe-wood, &c.), L."
ganDakusumA,1,1,hapax(1),"f. ‘having fragrant blossoms’, N. of a plant, L."
ganDamAdanI,3,2,rare(2-9),"f. = ˚DottamA, L."
