k1_slp1,L_sense_count,dcs_freqBand,dcs_band_label,mw_gloss_snippet
maRIca,3,,,"n. a hand, L."
maRiBU,1,,,"f. a floor inlaid with j˚, L."
maRiBUmi,2,,,f. = prec. L.
maRiBitti,1,,,"f. ‘jewel-walled’, N. of the palace of the serpent-demon Śeṣa, L."
maRidoza,1,,,"m. a flaw or defect in a j˚, L."
maRikAca,1,,,"m. the feathered part of an arrow, L."
maRikaRWaka,1,,,"m. a cock, L."
maRisAnu,1,,,"m. ‘jewel-ridged’, N. of mount Meru, L."
maRisUtra,1,,,"n. a string of pearls, L."
maRitAraka,1,,,"m. ‘jewel-eyed’, the Indian crane, L. (v.l. -tArava, -BArava)."
maRqA,2,,,"f. the emblic myrobalan tree, L."
maRqahAraka,1,,,"m. a distiller of spirits &c. (the son of a Niṣṭhya and a Śūdra), L."
maRqajAta,1,,,"n. the second change which takes place in sour milk when mixed with Takra, L."
maRqalakarAjan,1,,,"m. the prince of a small district or province, L."
maRqalamAqa,1,,,"m. a pavilion, L."
maRqalanftya,1,,,n. a circular dance (like that said to have been danced by the Gopīs round Kṛṣṇa and Rādhā
maRqalinI,1,,,"f. Cocculus Cordifolius, L."
maRqapA,1,,,"f. a sort of leguminous plant (= nizpAvI), L."
maRqapIWikA,1,,,"f. two quarters of the compass, L."
maRqapUla,1,,,"m. or n. (?) a top-boot, L."
maRqarI,1,,,"f. a sort of cricket, L. (cf. mARqarika)."
maRqayantI,1,,,"f. a woman, L."
maRqayitnu,2,,,"m. one who adorns, L."
maRqitaputra,1,,,"m. = prec. m., L."
maRqukI,1,,,"f. the third part of an elephant's hind leg, L."
maRwapI,1,,,"f. a kind of purslain, L. (v.l. maRqapI)."
maRwapa,1,,,"m. n. = maRqapa, L."
maSAka,1,,,"m. a bird, L."
maSacCada,1,,,"m. Andropogon Serratus, L."
maSaharI,1,,,"f. = maSaka-harI, L."
maSakaharI,1,,,"f. a bed-curtain for protection against m˚, L."
maSakakuwi,1,,,"f. a whisk for driving a way mosquitoes, L."
maSakavaraRa,1,,,"m. or n. (?) = -kuwi, L."
maSana,1,,,"n. a sound, L."
maSuna,1,,,"m. a dog, L."
maTUrA,1,,,"f. = maTurA above, L."
maYcakASraya,1,,,"m. ‘bed-infesting’, a bed-bug, house-bug, L."
maYjA,2,,,"f. = maYarI, a cluster of blossoms &c., L."
maYjI,2,,,"f. a compound pedicle, L. (cf. maYji)"
maYjIrA,1,,,"f. N. of a river, L."
maYjUlA,1,,,"f. = maYju-BAziRI, L."
maYjana,1,,,"m. the son of a Śūdra and a Vaṭi, L."
maYjikA,1,,,"f. a harlot, courtezan, L."
maYjuBadra,1,,,"m. = -SrI, L."
maYjukeSin,1,,,"m. ‘beautiful-haired’, N. of Kṛṣṇa, L."
maYjunASI,2,,,"f. (w.r. for -nArI) a beautiful woman, L."
maYjuprARa,1,,,"m. N. of Brahmā, L."
macCa,1,,,"m. (Prākṛ. for matsya) a fish, L."
madAhva,1,,,"m. musk, L."
madAlApin,1,,,"m. ‘uttering sounds of love or joy’, the Indian cuckoo or koil, L."
madAmbara,1,,,"m. the elephant of Indra or an el˚ in rut, L."
madAmnAta,1,,,"m. a kettle-drum carried on an elephant, L."
madArmada,1,,,"m. a species of fish, L. (cf. mahonmada)."
madAtaNka,1,,,"m. = madAtyaya, L."
madI,1,,,"(I), f. any agricultural implement (as a plough &c.), L."
madaBaYjinI,1,,,"f. ‘destroying intoxication’, Asparagus Racemosus, L. (cf. -GnI)."
madaSORqaka,1,,,"n. a nutmeg, L."
madakohala,1,,,"m. a bull set at liberty (at a festival and allowed to range about at will), L."
madamattaka,1,,,"m. a kind of thorn-apple, L."
madanANkuSa,2,,,"m. the penis, L."
madanAgraka,1,,,"m. Paspalum Scrobiculatum, L."
madanAlaya,4,,,"m. ‘love-dwelling’, pudendum muliebre, L."
madanArRava,1,,,"m. ‘sea of love’, N. of wk. L."
madanAyuza,1,,,"m. a species of shrub, L."
madanaBavana,1,,,"n. ‘abode of love or matrimony’, (in astrol.) a partic. station or state of the heavenly b"
madanaDvajA,1,,,"f. the 15th day in the light half of the month Caitra, L."
madanaSalAkA,3,,,"f. Turdus Salica (= sArikA), L."
madanacaturdaSI,1,,,f. N. of a festival in honour of Kāma-deva on the 14th day in the light half of the month 
madanamodaka,1,,,"m. a partic. medicinal powder, L."
madananAlikA,1,,,"f. a faithless wife, L."
madanapATaka,1,,,"m. ‘announcer of love or the spring’, the Indian cuckoo, L."
madanapakzin,1,,,"m. a kind of bird (= sArikA), L."
madanasArikA,1,,,"f. Turdus Salica, L."
madanatrayodaSI,1,,,f. N. of a festival in honour of Kāma-deva on the 13th day in the light half of the month 
madanotsavA,1,,,"f. a courtezan of Svarga, L."
madaprayoga,1,,,"m. the issue of temple-juice (in a rutting elephant), L."
madasAra,1,,,"m. Salmalia Malabarica, L."
madasTala,1,,,"n. ‘place of intoxication’, a drinking-house, tavern, L."
madavikzipta,1,,,"mfn. ‘distracted by passion’, ruttish, furious (as an elephant), L."
madavyADi,1,,,"n. = madAtyaya, L."
madguSa,1,,,"m. an ichneumon, L."
madgurapriyA,1,,,"f., a female M˚, L."
madgurasI,1,,,"f. a species of fish, L."
madizWA,1,,,"(A), f. any intoxicating beverage, L."
madodarkA,1,,,"f. a collective N. of the 3 myrobalans (Terminalia Chebula, T. Bellerica and Phyllanthus E"
madollApin,1,,,"m. the Indian cuckoo, L. (cf. madAlApin)."
madrakagIti,1,,,"f. the song called Madraka, L."
madrasutA,1,,,"f. ‘daughter of the king of M˚’, N. of Mādrī (the second wife of Pāṇḍu), L."
madyaBAjana,1,,,"(L.) n. = -kumBa, q.v."
madyabIja,1,,,"n. lees of wine, ferment, L."
madyakIwa,1,,,"m. a kind of insect or animalcule bred in vinegar &c., L."
madyalAlasa,1,,,"m. Mimusops Elengi, L."
madyamaRqa,1,,,"m. yeast, barm, froth, L."
madyapASana,1,,,"n. a drunkard's meal, L."
madyapaNka,1,,,"m. vinous liquor for distilling, mash, L."
madyapuzpA,1,,,"f. Grislea Tomentosa, L."
madyasaMDAna,1,,,"n. distillation of spirit, L."
mahABIma,2,,,"m. N. of Śāṃtanu, L."
mahABIru,1,,,"m. ‘very timid’, a sort of dung-beetle, L."
mahABItA,1,,,"f. Mimosa Pudica, L."
mahABIti,1,,,"f. great danger or distress, L."
mahABIzma,1,,,"m. N. of Śāṃtanu, L."
mahABUmika,1,,,"mfn. (?), L."
mahACAya,1,,,"m. the Indian fig-tree, L."
mahACada,1,,,"m. Lipeocercis Serrata, L."
mahACidrA,1,,,"f. a species of medicinal plant, L."
mahADvaja,1,,,"m. a camel, L."
mahADvanika,1,,,"(˚hAD˚) mfn. ‘one who has gone a long journey’, dead, L."
mahAGUrRA,1,,,"f. spirituous liquor, L."
mahAGasa,1,,,"m. ‘great eater’, N. of one of Śiva's attendants, L."
mahAGoRwA,1,,,"f. the big jujube, L."
mahAJaza,1,,,"m. a big or strong fish, L."
mahAKallava,1,,,"m. pl. N. of a school, L."
mahAPeRA,1,,,"f. Os Sepiae, L."
mahASAKa,1,,,"mfn. having gr˚ branches, L."
mahASIrza,1,,,"m. N. of one of Śiva's attendants, L."
mahASItA,1,,,"f. Asparagus Racemosus, L."
mahASaNKamaya,1,,,"mf(I)n. formed of temporal bones, L."
mahASalkA,1,,,"f. a kind of sweet citron, L."
mahASilA,1,,,"f. a kind of weapon (a Śata-ghnī with iron nails), L."
mahASiraHsamudBava,1,,,"m. (with Jainas) N. of the 6th black Vāsudeva, L."
mahASuklA,1,,,"f. N. of Saras-vatī, L."
mahASvAsasArin,1,,,"m. or n. (with lOha) a partic. preparation of iron, L."
mahASveta,1,,,"mfn. very white, of a dazzling whiteness, L."
mahAbIjya,1,,,"n. the Perinaeum, L."
mahAbalakavi,1,,,"m. N. of an author, L."
mahAbuSa,2,,,"m. a sort of rice (which takes a year to ripen), L."
mahAcArI,1,,,"f. the speaking of the Nāndī (q.v.), L."
mahAcaRqA,1,,,"f. N. of Cāmuṇḍā, L."
mahAcaYcU,1,,,"f. a species of culinary plant, L."
mahAcittA,1,,,"f. N. of an Apsaras, L."
mahAdErGatamasa,1,,,"n. N. of a Sāman, L."
mahAdevamaRi,1,,,"m. a species of medicinal plant, L."
mahAdundu,1,,,"m. a gr˚ military drum, L."
mahAdvandva,1,,,"m. = -dundu (q.v.), L."
mahAgrIvin,1,,,"m. ‘long-necked’, a camel, L."
mahAgrahAyaRI,1,,,"(˚hAgr˚) f. N. of the 15th day of the first half of the month Āgrahāyaṇa, L."
mahAhrasvA,1,,,"f. Mucuna Pruritus, L."
mahAhrasva,1,,,"mfn. very short, exceedingly low, L."
mahAjyotizmatI,1,,,"f. a species of plant, L."
mahAkAlaveya,1,,,"m. pl. N. of a Śākhā or school, L."
mahAkAntA,1,,,"f. the earth, L."
mahAkAnta,1,,,"m. ‘very pleasing’, N. of Śiva, L."
mahAkIrtana,1,,,"n. a house, L."
mahAkOzItakibrAhmaRa,1,,,"n. N. of a Brāhmaṇa, L."
mahAkaRwakinI,1,,,"f. ‘having large thorns’, Cactus Indicus, L."
mahAkadambaka,1,,,"m. a species of large Kadamba, L."
mahAkapola,1,,,"m. ‘great-cheeked’, N. of one of the attendants of Śiva, L."
mahAkarRikAra,1,,,"m. Cathartocarpus (Cassia) Fistula, L."
mahAkoSaPalA,1,,,"f. a species of gourd, L."
mahAkumAra,1,,,"m. an hereditary prince, L."
mahAkzIra,1,,,"m. sugarcane, L."
mahAlakzmIvilAsa,1,,,"m. a partic. drug, L."
mahAlikawaBI,1,,,"f. v.l. for mahAdik˚, q.v., L."
mahAmAnasI,1,,,"f. a goddess peculiar to the Jainas, L."
mahAmAyI,1,,,"f. N. of Durgā, L."
mahAmUlya,3,,,"mfn. very costly, L."
mahAmaRqaleSvara,1,,,"m. a gr˚ chief of a province, L."
mahAmalayapura,1,,,"n. N. of the 7 pagodas hewn out of the rocks at Mamallāpuram near Madras, L."
mahAmbuja,1,,,"(˚hAm˚) n. a partic. high number, a billion, L."
mahAmbuka,1,,,"(˚hAm˚) m. N. of Śiva, L. (perhaps w.r. for mahAmbu-da; cf. -meGa)."
mahAnIca,1,,,"m. ‘very low (in caste)’, a washerman, fuller, L."
mahApAsaka,1,,,"m. w.r. for mahop˚ (q.v.), L."
mahApakzI,1,,,"f. an owl, L."
mahApowagala,1,,,"m. a species of large rush or reed, L."
mahApuzpA,1,,,"f. Clitoria Ternatea, L."
mahArAjaka,1,,,m. pl. = -rAjika-deva pl. L.
mahArDa,1,,,"(˚hAr˚) m. a species of plant, L."
mahArTatA,1,,,"f. fullness of meaning or significancy, L."
mahArUpaka,1,,,"n. a kind of drama, L."
mahArajanaganDi,1,,,"n. a kind of ruby, L."
mahArajanaganDin,1,,,"n. a kind of ruby, L."
mahArasA,3,,,"f. Indigofera Tinctoria, L."
mahAsAman,1,,,"n. a great Sāman, L."
mahAsAraTi,1,,,"m. ‘gr˚ charioteer (of the sun)’, N. of Aruṇa or the Dawn, L."
mahAsTUla,1,,,"mfn. very coarse or gross, L."
mahAsTalI,1,,,"f. ‘gr˚ ground’, the earth, L."
mahAsUkzma,1,,,"mfn. very fine or minute or subtle, L."
mahAsanna,1,,,"m. N. of Kubera, L. (cf. -sat-tvA)."
mahAsaroja,1,,,"n. (with Buddhists) a partic. high number (= mahAmbu-ja), L."
mahAsatya,1,,,"m. N. of Yama, L."
mahAsenanareSvara,1,,,"m. N. of the father of the 8th Arhat of the present Avasarpiṇī, L. (cf. mahasena-n˚)"
mahAskanDin,1,,,"m. the fabulous animal Śarabha, L."
mahAsuKa,2,,,"m. ‘having gr˚ joy’, a Buddha, L."
mahAtArA,1,,,"f. N. of a Buddhist goddess, L."
mahAtIkzRA,1,,,"f. the marking-nut plant, L."
mahAtamaHpraBA,1,,,"f. ‘having thick darkness for light’, N. of the lowermost of the 21 hells, L."
mahAvapa,1,,,"m. a species of plant, L."
mahAvarA,1,,,"f. Dūrvā grass, L."
mahAvasa,1,,,"m. Delphinus Gangeticus, L."
mahAvidagDa,1,,,"mfn. very clever, L."
mahAvyasanasaptaka,1,,,"n. collection of seven vices (viz. mfgayA, akza, strI, pAna, vAk-pAruzya, arTa-dUzaRa, and"
mahAyaSaska,1,,,"mfn. = -yaSas mfn., L."
mahAyava,1,,,"m. a kind of large barley, L."
mahIlA,1,,,"f. a woman, L."
mahIprAcIra,1,,,"m. n. ‘earth-fence’, the sea, L."
mahIprAvara,1,,,"n. ‘earth. enclosure’, the sea, L."
mahIsUnu,1,,,"m. = -suta, L."
mahOjasa,1,,,"n. the discus of Viṣṇu, L."
mahOjaska,1,,,"mfn. = mahOjas, L."
mahadbila,1,,,"n. the atmosphere, ether (cf. mahA-b˚), L."
mahadvAruRI,1,,,"f. a species of plant, L."
mahakka,1,,,"m. a wide-spreading fragrance, L."
mahalla,1,,,"m. (fr. Arabic محل mahall) a eunuch in a king's palace or in a harem, L."
mahasenanareSvara,1,,,"m. N. of the father of the 8th Arhat of the present Avasarpiṇī, L."
mahatkzetra,1,,,"mfn. occupying a wide district or territory, L."
maheSabanDu,1,,,"m. Aegle Marmelos, L."
maheSvarakaracyutA,1,,,"f. ‘dropped from the hand of Śiva’, N. of the river Kara-toyā, L."
mahelikA,1,,,"f. = mahelA, L."
mahendrajit,1,,,"m. N. of Garuḍa, L."
mahendrakadalI,1,,,"f. a species of banana, L."
mahendranagarI,1,,,"f. ‘gr˚ I˚'s city’ i.e. Amarā-vatī, L."
mahikA,1,,,"f. mist, frost (for mihikA, q.v.), L."
mahilAKyA,1,,,"f. = priyaNgu (cf. above), L."
mahinDaka,3,,,"m. a rat, L."
mahira,1,,,"m. the sun (for mihira), L."
mahizIpAla,1,,,"m. a keeper of buffalo-cows, L."
mahizakanda,1,,,"m. a species of bulbous plant, L."
mahodreka,1,,,"m. a partic. measure of capacity (= 4 Prasthas), L."
mahonnati,1,,,"f. great elevation, high rank or position, L."
mahotkA,1,,,"f. (prob. w.r. for maholkA) lightning, L."
majjAkara,1,,,"n. ‘producing marrow’, a bone, L."
majjArajas,2,,,"n. a partic. hell, L."
majjArasa,1,,,"m. ‘marrow-secretion’, semen virile, L."
majjakft,1,,,"n. ‘producing marrow’, a bone, L."
majjasamudBava,1,,,"m. ‘produced from the marrow’, semen virile, L."
makarASva,1,,,"m. ‘having the M˚ for a horse’, N. of Varuṇa, L."
makarAkAra,1,,,"m. ‘formed like a M˚’, a variety of Caesalpina Bonducella, L."
makaramuKa,1,,,"m. = makarAkAra-DArin, jala-nirgamana-dvAra, jAnUr-DvAvayava, L."
makarandavatI,1,,,"f. the flower of Bignonia Suaveolens, L."
makarin,1,,,"m. ‘full of Makaras’, the sea, L."
makkula,1,,,"m. red chalk (= SilA-jatu), L."
makvaRa,1,,,"m. a small-limbed elephant or one who has not got his teeth at the proper time, L."
makzIkA,1,,,"f. = makzikA, L."
makza,1,,,"m. the concealing of one's own defects, L. (prob. w.r. for mrakza)."
makzuRa,1,,,"n. a partic. measure of weight (= 7 Māṣas), L."
malAkarzin,1,,,"m. ‘dirt-remover’, a sweeper, scavenger, L."
malUka,2,,,"m. a kind of worm, L."
malaBedinI,1,,,"f. (prob.) Helleborus Niger, L."
malaBuj,2,,,"mfn. feeding on impurity, L."
malaDArin,1,,,"m. a Jaina monk, L."
malaGnI,1,,,"f. Artemisia Vulgaris or Alpinia Nutans, L."
maladUzita,1,,,"mfn. soiled with dirt, filthy, L."
malanA,1,,,"f. the long cucumber, L."
malana,2,,,"m. a tent, L."
malapu,1,,,"n. (prob. u) = SfNgI and nala, L."
malaroDa,1,,,"constipation of the bowels, L."
malasruti,1,,,"f. evacuation of the feces, L."
malavArin,1,,,"m. a Jaina beggar, L. (w.r. for -DArin ?)."
malavinASinI,1,,,"f. ‘dirt-destroyer’, Andropogon Aciculatus, L."
malavizwamBa,1,,,"m. constipation (of the feces), L."
malayaBUmi,1,,,"f. N. of a district in the Himālaya, L."
malayadeSa,1,,,"m. the country of M˚, L."
malayadvIpa,1,,,"n. N. of one of the 6 islands of Anudvīpa, L."
malinAmbu,1,,,"n. ‘black-fluid’, ink, L."
malizWA,1,,,"f. a woman during menstruation, L."
mallArizwA,1,,,"f. a kind of plant, L."
mallIkara,1,,,"m. a thief, L."
mallaja,1,,,"n. black pepper, L."
mallanATa,1,,,"m. N. of a man, L."
mallatUrya,1,,,"n. a kind of drum beaten during a wrestling match, L."
mallayAtrA,1,,,"f. a line or procession of wrestlers, L."
mallikACad,1,,,"n. a lamp-shade, L."
mallikAganDa,1,,,"n. a kind of Agallochum, L."
mallikAkusumapriyA,1,,,"f. a kind of citron, L."
mallinI,1,,,"f. Gaertnera Racemosa, L."
mallu,1,,,"m. a bear, L. (cf. Balla)."
maluka,2,,,"m. the belly, L."
mamatAyukta,1,,,"mfn. filled with selfishness, a miser or egotist (= kfpaRa), L."
manAkA,2,,,"f. a female elephant, L."
manIka,1,,,"n. eye-salve, collyrium (powdered antimony or other substances used as an application and "
manTaSEla,1,,,"m. = -giri, L."
manTadaRqaka,1,,,m. (L.) a ch˚-stick
manTaja,1,,,"n. ‘produced by churning’, butter, L."
manTanaGawI,1,,,"f. a butter-vat, L."
manTapAtra,1,,,"n. a ch˚-vessel, L."
manTaparvata,1,,,"m. = -giri, L."
manTavizkamBa,1,,,"m. a post round which the string of a ch˚-stick is wound, L."
manTodaka,1,,,"m. ‘ch˚-water’, the ocean of milk, L."
manasAdevI,1,,,"f. the goddess Manasā, L."
manastAla,1,,,"m. N. of the lion on which Durgā is carried, L."
manastokA,1,,,"f. N. of Durgā, L."
mandAru,1,,,(L.) m. the coral tree.
mandaBAziRI,1,,,"f. a kind of metre (= maYju-B˚), L."
mandajananI,1,,,"f. the mother of Manda or Saturn (and wife of Sūrya), L."
mandanAga,1,,,"m. (prob. w.r. for malla-nAga) = vAtsyAyana, L."
mandarAdri,1,,,"m. the mountain M˚, L."
mandaramaRi,1,,,"m. N. of Śiva, L. (w.r. for mandira-m˚ ?)."
mandasAnu,1,,,"m. sleep or life, L. (prob. w.r. for prec.)"
mandawa,1,,,"m. the coral tree, L."
mandayantI,1,,,"f. N. of a Durgā, L."
mandikukura,1,,,"m. a kind of fish, L. (v.l. mallikukuqa)."
mandiramaRi,1,,,"m. ‘temple-jewel’, N. of Śiva, L."
mandirapaSu,1,,,"m. ‘domestic animal’, a cat, L."
mandodarISa,1,,,"m. ‘M˚'s lord’, N. of Rāvaṇa, L."
mandodarIsuta,1,,,"m. ‘M˚'s son’, N. of Indrajit, L."
mandraBadra,1,,,"m. a species of elephant (between a Mandra and Bhadra), L."
mandupAla,1,,,"m. ‘groom’, the son of a Niṣāda and a Ratha-kārī, L."
manita,1,,,"mfn. known, understood, L."
manizWakA,1,,,"f. the little finger, L."
manmaTasaKa,1,,,"m. friend of love, the spring, L."
manoBiDA,1,,,"f. red arsenic, L."
manodAhin,1,,,"m. ‘heart-inflamer’, the god of love, L."
manogavI,1,,,"f. wish, desire, L."
manohArI,1,,,"f. an unfaithful or inconstant woman, L."
manohata,1,,,"mfn. frustrated in expectation, disappointed, L."
manojalpa,1,,,"m. ‘mind-talk’, imagination, L."
manojavasa,1,,,"mfn. resembling a father, fatherly, L."
manojvalA,1,,,"f. Jasminum Auriculatum, L."
manorti,1,,,"(fr. Arti) f. id., L."
manovikAra,1,,,"m. change or emotion of the mind, L."
manoyoni,1,,,"m. ‘mind-born’, N. of the god of love, L."
mantradIDiti,1,,,"m. ‘having s˚ t˚ for rays’, fire, L."
mantragUQa,1,,,"m. a secret agent, spy, L."
mantrajAgara,1,,,"m. recital of Vedic texts (accord. to their different Pāṭhas) at night, L."
manuBU,1,,,"m. a man, L."
manujAtmaja,1,,,"m. ‘son of man’, a man, L."
manujyezWa,1,,,"m. a sword, L."
manurAj,1,,,"m. ‘king of men’, N. of Kubera, L."
manuzI,1,,,"(I), f. a woman, L."
manuzyahArin,1,,,"m. a man-stealer, L."
manuzyasaBA,1,,,"f. an assembly or crowd or meeting-place of men, L."
manyAkA,1,,,"f. the nape of the neck, L."
mapazwa,1,,,"m. a kind of bean, L."
maqqukErika,1,,,"m. the son of a Niṣāda and a Māgadhī, L."
marAkAlI,1,,,"Tragia Involucrata, L."
marAra,1,,,"m. a corn-loft, granary, L."
maraRAlasa,1,,,n. N. of a partic. Yoga-posture (in which only one leg is stretched out; cf. vahitra-karRa
marakta,1,,,"n. = marakata, L."
marandOkas,1,,,"n. ‘nectar-abode’, a flower, L."
mardalaDvani,1,,,"m. the sound of a drum, L."
maricapattraka,1,,,"m. Pinus Longifolia, L."
marizwaka,1,,,"m. a kind of kidney bean, L. (cf. mayazwaka)."
marjU,3,,,"m. (√ mfj) a washerman, L."
markaka,2,,,"m. Ardea Argala, L."
markara,1,,,"m. Eclipta Prostrata, L. (cf. mArkara)"
markasa,1,,,"m. vapid spirituous liquor, L."
markawaSIrza,1,,,"n. vermilion, L."
markawadanta,1,,,"mf(A or I)n. m˚-toothed, L."
markawajoqa,1,,,"mfn. m˚-chinned, L."
markawakarRa,1,,,"mfn. monkey-eared, L."
markawanAsa,1,,,"mfn. m˚-nosed, L."
markawapriya,1,,,"m. Mimosa Kauki, L."
markawavAsa,1,,,"m. a cobweb, L."
markawendu,1,,,"m. (prob. = ˚wa-tindu) Diospyros Tomentosa, L."
markowapipIlikA,1,,,"f. a kind of small black ant, L."
marmaBedana,1,,,"m. ‘piercer of the vitals’, an arrow, L."
marmaGAtin,1,,,"mfn. = -cCid, L."
marmacara,1,,,"n. the heart, L."
marmaja,1,,,"n. blood, L."
marmakIla,1,,,"m. a husband, L."
marmarA,1,,,"f. coarse ground meal, L."
maroli,1,,,"m. the sea monster Makara, L."
martyamahita,1,,,"m. ‘honoured by m˚’, a god, L."
martyamuKa,1,,,"m. ‘m˚-faced’, a Kiṃ-nara or a Yakṣa, L."
maruRqA,1,,,"f. = maruwA, L."
marucCadA,1,,,"f. a kind of shrub, L. (cf. maDu-cCadA)."
marudAndola,1,,,"m. a kind of fan made of the skin of a deer or buffalo, L."
marudDvaja,1,,,"n. ‘wind-sign, w˚-banner’, the down of cotton floating in the air, flocculent seeds wafted"
marudizwa,1,,,"m. bdellium, L. (cf. maru-deSya)."
marudraTa,2,,,"m. a horse, L."
marudruma,1,,,"m. Vachellia Farnesiana, L."
marudvAha,2,,,"m. smoke, L."
marudvartman,1,,,"n. the path or region of the air, L."
marudvftA,1,,,"f. w.r. for -vfDA (below), L."
marudvipa,1,,,"m. ‘desert-elephant’, a camel, L."
marujAtA,1,,,"f. Carpopogon Pruriens or a similar-plant, L."
maruka,2,,,"m. (cf. marUka) a peacock, L."
marula,3,,,"m. a kind of duck, L. (cf. marAla)"
marunDava,1,,,"m. the white Mimosa, L."
marupriya,1,,,"m. ‘the desert's friend’, a camel, L."
marutkara,1,,,"m. Dolichos Catjang, L."
marutpAla,1,,,"m. ‘protector of the M˚’, N. of Indra, L."
marutplava,1,,,"m. ‘springing with the rapidity of w˚’, a lion, L."
maruwA,1,,,"f. a woman with a high forehead, L. (cf. maruRqA)."
masInA,1,,,"f. linseed, Linum Usitatissimum, L."
masUrA,1,,,"f. = masurA, L."
masUrABa,1,,,"mf(A)n. resembling a lentil, L."
masarA,1,,,"f. a sort of lentil or pulse (= masUra), L."
masikA,1,,,"f. Nyctanthes Arbor Tristis, L. (cf. prec.; v.l. malikA)."
masika,1,,,"m. a serpent's hole, L."
masina,2,,,"mfn. well ground, finely pounded, L."
mastakAKya,1,,,"m. the top of a tree, L."
mastakaluNga,1,,,"m. or n. (?) the membrane of the brain, L. (cf. mastuluNga)."
mastakasneha,1,,,"m. ‘h˚-marrow’, the brain, L."
mastamUlaka,1,,,"n. ‘head-root’, the neck, L."
masti,1,,,"f. meting, measuring, weighing, L."
mastika,1,,,"n. = mastaka, the head, L."
matayogISa,1,,,"m. N. of a man, L."
matiBrAnti,1,,,"f. (L.) confusion of mind, perplexity, error, misapprehension, hallucination."
matiniScaya,1,,,"m. a firm opinion, L."
mativiBraMSa,1,,,"m. failure or infatuation of mind, L."
matkuRAri,1,,,"m. ‘bug-enemy’, hemp, L."
matsagaRwa,1,,,"m. a kind of fish-sauce, L. (cf. matsya-GaRwa)."
matsyASana,1,,,"m. ‘feeding on fish’, a halcyon, king-fisher, L."
matsyAd,1,,,"mfn. ‘fish-eating’, feeding on fish, L."
matsyAkzakA,1,,,"f. id., L."
matsyaDAnI,1,,,"f. ‘fish-holder’, a fish-basket or a kind of snare for catching fish, L."
matsyaGaRwa,1,,,"m. a kind of fish-sauce or a dish of fish, L. (cf. matsagaRwa)."
matsyabanDanI,1,,,"f. a f˚-basket, L."
matsyabanDana,1,,,"n. a f˚hook, L."
matsyabanDinI,1,,,"f. a fish-basket (v.l. for -banDanI), L."
matsyagu,1,,,"m. N. of Cyavana, L."
matsyajAla,1,,,"n. a fishing-net, L."
matsyakaraRqikA,1,,,"f. a fish-basket, any receptacle for fish, L."
matsyanASaka,1,,,"m. ‘f˚-destroyer’, a sea-eagle, osprey, L."
matsyaraNka,1,,,"m. a halcyon, king-fisher, L."
matsyasaMtAnika,1,,,"m. a partic. dish of fish (eaten with condiments or oil), L."
matsyaveDanI,2,,,"f. id., L."
matsyavinnA,1,,,"f. a species of plant, L."
matsyavratin,1,,,"mfn. one who lives in water, L."
mattAlamba,1,,,"m. a fence or hedge round the house of a rich man, L."
mattagAminI,1,,,"f. ‘having the gait of an elephant in rut’, a woman with a rolling walk, a bewitching or w"
mattakISa,1,,,"m. an elephant, L."
mattavilAsinI,1,,,"f. N. of a metre, L."
matteBagamanA,1,,,"f. = mattA-gAminI, L."
matteBavikrIqita,1,,,"n. N. of a metre, L."
mavita,1,,,"mfn. bound, strung, tied, L."
mawa,1,,,"m. (Prākṛ. for mfta) the son of a Vaiśya and a Kuṭī, L."
mawusPawi,1,,,"m. incipient arrogance or pride (= darpAramBa), L."
mawwaka,2,,,"m. the top of a roof, L."
mayA,1,,,"f. medical treatment, L."
mayUka,1,,,"m. = mayUra, L."
mayUrANkI,1,,,"f. a species of jewel, L."
mayUrAri,1,,,"m. ‘p˚'s enemy’, a chameleon, lizard, L."
mayUracUqA,1,,,"f. Celosia Cristata, L."
mayUracawaka,1,,,"m. the domestic cock, L."
mayUraraTa,1,,,"m. ‘having a p˚ for a vehicle’, N. of Skanda, L."
mayawa,1,,,"m. = prasAda (prob. prAs˚) or tfRa-harmya, L."
mayurAja,1,,,"m. ‘king of the Kim-puruṣas’, N. of Kubera, L."
mazIDanI,1,,,"f. an ink-stand, L."
mazIjala,1,,,"n. ink, L."
maziDAna,1,,,"n. an ink-stand, L."
mazijala,1,,,"n. ink, L."
mazikUpI,1,,,"f. an ink-bottle, ink-stand, L."
mazimaRi,1,,,"m. an ink-bottle, L."
mazipaRya,1,,,"m. a writer, clerk, L."
mazipaTa,1,,,"m. ‘ink-path’, a pen, L."
maziprasU,2,,,"f. an ink-bottle, L."
mazivarDana,1,,,"n. myrrh, L."
mazyADAra,1,,,"m. an ink-stand, L."
meDAjit,1,,,"m. N. of Kātyāyana, L. (v.l. meDa-jit)."
meDArudra,1,,,"m. N. of Kālidāsa, L."
meGABa,1,,,"m. ‘resembling a cl˚’, N. of a partic. kind of small Jambu, L."
meGAnandA,1,,,"f. ‘rejoicing in cl˚’, a kind of crane, L."
meGAri,1,,,"m. ‘cl˚-enemy’, the wind, L."
meGAsTi,1,,,"n. ‘cl˚-lump’, hail, L."
meGAspada,1,,,"n. ‘cl˚-region’, the atmosphere, sky, L."
meGaBUti,1,,,"m. ‘cl˚-born’, a thunderbolt, L."
meGacintaka,1,,,"m. ‘anxious for cl˚’, the Cātaka bird (supposed to drink only rain-water), L."
