k1_slp1,L_sense_count,dcs_freqBand,dcs_band_label,mw_gloss_snippet
meGadIpa,1,,,"m. ‘cloud-light’, lightning, L."
meGagarjana,1,,,"‘cloud-rumbling’, thundering, thunder, L."
meGajAla,2,,,"n. ‘cloud-collection’, a mass of clouds, thick clouds, L."
meGajIvaka,1,,,"m. ‘living on cl˚’, the Cātaka bird, L."
meGakaPa,1,,,"m. ‘cloud-lump’, hail, L."
meGanAdajit,1,,,"m. ‘conqueror of Meghanāda or Indra-jit’, N. of Lakṣmaṇa, L."
meGaprasara,1,,,"m. water, L."
meGaskandin,1,,,"m. the fabulous animal Sarabha, L."
meGasuhfd,1,,,"m. ‘cloud-friend’, a peacock (delighting in rainy weather), L."
meGatimira,1,,,"n. ‘cl˚-darkness’, darkness resulting from a clouded sky, cloudy or rainy weather, L."
meGavAhin,1,,,"m. ‘producing clouds’, smoke, L."
meGavarRA,1,,,"f. the indigo plant, L."
meGavartman,1,,,"n. ‘cl˚-path’ the atmosphere, L."
meGaveSman,1,,,"n. ‘cl˚-abode’, the sky, atmosphere, L."
meGayoni,1,,,"m. ‘cl˚-source’, smoke, fog, L."
meGodara,1,,,w.r. L.
meGopala,1,,,"m. ‘cl˚-stone’, hail, L."
meKalakanyakA,1,,,"f. w.r. for mekala-k˚, L."
meQraSfNgI,1,,,"f. Odina Pinnata (whose fruit is like a ram's horn), L."
meQraka,2,,,"m. the penis, L."
meRQa,1,,,"m. a ram, L."
meRqa,1,,,"m. = -meWa, L."
meTika,1,,,"m. the 17th or lowest cubit (aratni) from the top of the sacrificial post, L."
mecakApagA,1,,,"f. ‘dark-blue river’, N. of the Yamunā, L."
mecawika,2,,,"m. the smell of bad oil, L."
medaja,1,,,"m. ‘fat-produced’, a kind of bdellium, L."
medaskft,1,,,"n. ‘fat-producer’, the body, flesh, L."
medastejas,1,,,"n. ‘strength of the Medas’, bone, L."
medinIdrava,1,,,"m. dust, L."
medodBavA,1,,,"f. a plant resembling ginger, L."
mehaGnI,1,,,"f. ‘curing diabetes’, Indian saffron, L."
mehala,2,,,"m. the smell of urine, L."
mehamudgararasa,1,,,"m. a partic. mixture serving as remedy against urinary disease, L."
mekalAdrijA,1,,,"f. N. of the river Narma-dā, L."
melAmaRi,1,,,"m. f. ink, L."
melAmandA,1,,,"f. an ink-bottle, L."
melAmbu,1,,,"(melAmbu) n. ink, L."
melAnDu,1,,,"(melAnD˚), an ink-bottle, L."
melAnanda,1,,,"m. (and f(A). ) an ink-bottle, L. (cf. -mandA)"
menAjA,1,,,"f. ‘daughter of M˚’, N. of Parvatī, L."
menDikA,1,,,"f. Lawsonia Alba (a plant used for dyeing), L."
menakAprAReSa,1,,,"m. ‘husband of M˚’, N. of Hima-vat, L."
merugaRqa,1,,,"m. pl. N. of a mountain range near M˚, L."
mervadrikarRikA,1,,,"f. ‘having mount Meru for a seed-vessel’, the earth, L."
mewa,1,,,"m. a whitewashed storied house, L."
mewulA,1,,,"f. the myrobalan tree, L."
mezARqa,1,,,"m. ‘having ram's testicles’, N. of Indra, L."
mezAhvayA,1,,,"f. Cassia Thora, L."
mezAkzIkusuma,1,,,"m. Cassia Thora, L."
mezAlu,1,,,"m. a species of plant, L."
mezakambala,1,,,"m. a sheep's fleece serving for an outer garment, a woollen rug or blanket, L."
mezapuzpA,1,,,"f. a species of plant, L."
mezavizaRikA,1,,,"f. Odina Pinnata, L."
mfDA,1,,,"ind. = mfzA, L."
mfdAhvayA,1,,,"f. a k˚ of frag˚ e˚, L."
mfdUtpala,1,,,"n. Nymphaea Cyanea, L."
mfdaMgI,1,,,"f. a species of plant (= GozAtakI), L."
mfdaMgaPalinI,1,,,"f. = mfdaMgI, L."
mfdaNkura,1,,,"m. Columba Hariola, L."
mfdinI,1,,,"f. good earth or soil, L."
mfducarmin,1,,,"m. Betula Bhojpatra, L."
mfdugaRa,1,,,"m. = -varga below, L."
mfdugamanA,1,,,"f. ‘having a slow gait’, a goose, female swan, L."
mfdulomaka,1,,,"m. = -romaka, q.v., L."
mfdunnaka,1,,,"(?) n. gold, L."
mfdupIWaka,1,,,"m. a kind of sheat-fish, Silurus Pelorius, L."
mfdusArA,1,,,"f. Thespesia Populnea, L."
mfgARqakI,1,,,"f. musk, L."
mfgAd,1,,,"m. ‘animal-devourer’, a tiger, L."
mfgAdI,1,,,"f. a thick cucumber, L."
mfgAjIva,2,,,"m. ‘subsisting by wild animals’, a huntsman, L."
mfgAkzItriyAmA,1,,,"f., L."
mfgAviD,1,,,"m. ‘deer, killer’, a huntsman, L."
mfgaDUrta,1,,,"m. ‘animal-deceiver’, a jackal, L."
mfgaRA,1,,,"f. seeking, research, L."
mfgaSIrzan,1,,,"n. the Nakṣ˚ Mṛga-śiras, L."
mfgabanDinI,1,,,"f. a net for snaring game, L."
mfgadaMSa,1,,,"m. ‘animal-biter’, a hunting-dog, dog, L."
mfgajAlikA,1,,,"f. a net for snaring game, L."
mfgalocanA,1,,,"f. a fawn-eyed woman, L."
mfgalocanI,1,,,"f. a fawn-eyed woman, L."
mfgamattaka,1,,,"m. a jackal, L."
mfganetrA,1,,,"f. a woman with eyes like a fawn's, L."
mfgapAlikA,1,,,"f. a jackal-like musk-deer, L."
mfgapiplu,1,,,"m. ‘deer-marked’, the moon, L."
mfgarAwikA,1,,,"f. a species of medicinal plant (eaten also as a pot-herb), L."
mfgaromaja,1,,,"mfn. ‘produced from animal's hair’, woollen, L."
mfgasiMhaka,1,,,"m. a species of small lion, L."
mfgavAhana,1,,,"m. ‘having a d˚ for a vehicle’, the god of wind (sometimes so represented), wind, L."
mfgavaDAjIva,1,,,"m. ‘one who lives by killing wild animals’, a huntsman, L."
mfgavarman,1,,,"m. N. of a man, L."
mfgeSa,1,,,"m. N. of a man, L."
mfgendracawaka,1,,,"m. a falcon, L."
mfgita,1,,,"mfn. chased, pursued, sought, searched for, L."
mfgodBava,1,,,"m. musk, L."
mfgottamANga,1,,,"n. ‘deer-head’, the Nakṣatra Mṛga-śiras, L."
mfnmAna,1,,,"used to explain kUpa, L."
mftASana,1,,,"mfn. ‘having lost the power of eating (?)’, being of the age of 90 to 100 years, L. (cf. m"
mftAmada,1,,,"m. blue vitriol, L."
mftKalinI,1,,,"f. a species of plant (= carmakaSA), L."
mftPalI,1,,,"f. Costus Speciosus or Arabicus, L."
mftaRqa,2,,,"m. N. of the father of the sun, L."
mftajIva,1,,,"m. Clerodendrum Phlomoides, L."
mftakAntaka,1,,,"m. ‘consumer of corpses’, a jackal, L."
mftamatta,1,,,"m. a jackal, L."
mftapriyA,1,,,"f. whose beloved is d˚, L."
mftasaMskAra,1,,,"m. funeral rites or ceremonies, L."
mftasnAna,1,,,"n. ablution after a death or funeral, L."
mftasvamoktf,1,,,"m. ‘letting alone (i.e. not taking) the property of deceased persons’, N. of Kumāra-pāla, "
mftavatsikA,1,,,"f. = -vatsA, L."
mftkAMsya,1,,,"n. an earthen vessel, L."
mftkara,1,,,"m. a worker in clay, potter, L."
mftkirA,1,,,"f. ‘earth-scattering’, an earth-worm or kind of cricket, L."
mftkzAra,1,,,"n. a radish, L."
mftodBava,1,,,"m. the sea, ocean, L. (for am˚)."
mftsnABARqaka,1,,,"n. a partic. earthenware vessel, L."
mfttikAcUrRa,1,,,"n. mould, powdered earth, L."
mftyuBaNguraka,1,,,"m. = -tUrya, q.v., L."
mftyuPalI,1,,,"f. Musa Sapientum, L."
mftyumAra,1,,,"m. (with Buddhists) N. of one of the 4 Māras, L."
mftyunASaka,1,,,"n. ‘d˚-averter’, quicksilver, L."
mftyupuzpa,2,,,"m. ‘having fatal flowers’, the sugarcane (so called because it dies after losing its flowe"
mftyusUti,1,,,"f. ‘dying in parturition’, a female crab, L."
mftyusaMyamana,1,,,"m. or n. N. of two Yoga postures (= cUlikA or vIrAsana), L."
mftyuvaYcana,3,,,"m. ‘death-cheater’, N. of Śiva, L."
mfzAlaka,1,,,"m. the mango tree, L."
mfzAsAkzin,1,,,"mfn. false witness, L."
mfzweruka,2,,,"mfn. eating dainties or delicacies, luxurious, selfish, L."
miSracaturBuja,1,,,"m. N. of a man, L."
miSrajAti,1,,,"mfn. being of mixed birth or breed, one whose parents belong to different castes, L."
miTunin,1,,,"m. ‘going in pairs’, a wagtail, L."
miTyABiyoga,1,,,"m. (miTyAB˚) a f˚ charge, L."
miTyAcaryA,1,,,"f. false behaviour, hypocrisy, L."
miTyAmAna,1,,,"m. f˚ pride, L."
miTyAnirasana,1,,,"n. denial by oath, L."
miTyottara,1,,,"n. (in law) f˚ or prevaricating reply, L."
mihirARa,1,,,"m. N. of Śiva, L. (v.l. miharARa)."
mirikA,1,,,"f. a species of plant, L."
mitraBU,1,,,"m. N. of a man, L."
mitravana,1,,,"is. ‘Mitra's wood’, N. of a forest, L."
mitravarcas,1,,,"m. N. of a man, L."
mitravid,1,,,"m. a spy, L. (w.r. for mantravid)."
mitrayudDa,1,,,"n. a contest of fr˚, L."
mizamizAya,1,,,"Nom. Ā. ˚yate (onomat.), to crackle, L."
mizi,1,,,"f. = misi (q.v.), L."
mizikA,1,,,"f. Nardostachys Jatamansi, L."
mlAnANgI,1,,,"f. a woman during the menses, L."
mlAsnu,1,,,"mfn. id., L."
mlakta,1,,,"(?) mfn. stolen, L."
mlecCAKya,1,,,"n. ‘called Mleccha’, copper, L."
mlecCASa,1,,,"m. = mlecCa-Bojana, L."
mlecCAsya,1,,,"n. ‘foreigner-face’, copper (so named because the complexion of the Greek and Muhammedan i"
moGoli,1,,,"m. an enclosure, hedge, fence, L."
moRa,3,,,"m. dried fruit, L."
moRaka,1,,,"a word used to explain qimbikA, L."
mocI,1,,,"f. Hingtsha Repens, L."
mocanI,1,,,"f. a species of plant (= kaRwa-kAri), L."
mocanapawwaka,1,,,"m. or n. ‘a clearing cloth’, filter, L."
mocasrut,1,,,"m. the resin of Gossampinus Rumphii, L."
mocika,1,,,"m. a tanner or shoemaker (cf. Hind. mochī), L."
modAKya,1,,,"m. the mango tree, L."
modamodinI,1,,,"f. Eugenia Jambolana, L. (prob. w.r. for meGa-m˚)."
moga,1,,,"m. the chicken-pox or some similar disease, L."
mohanaBoga,1,,,"m. a partic. kind of sweetmeat, L."
mohanaka,1,,,"m. the month Caitra, L."
mokzAvalambin,1,,,"m. resting (hopes) on eman˚, a heretic, L."
mora,1,,,"m. a peacock (= mayUra), L."
moraka,2,,,"n. a kind of steel, L."
mowakI,1,,,"f. (in music) a partic. Rāgiṇī, L."
mozayitnu,2,,,"m. (fr. Caus.) a Brāhman, L."
mrAtana,1,,,"n. Cyperus Rotundus, L."
muKAmaya,1,,,"m. disease of the m˚, L."
muKAstra,1,,,"m. ‘mouth-armed’, a crab, L."
muKaBUzaRa,2,,,"n. ‘mouth-ornament’, betel, L."
muKaDOtA,1,,,"f. Clerodendrum Siphonanthus, L."
muKaGaRwA,1,,,"f. ‘mouth-bell’, a partic. sound made with the mouth, L."
muKaKura,1,,,"m. ‘mouth-razor’, a tooth, L."
muKaPullaka,1,,,"n. a kind of ornament, L."
muKaRqI,1,,,"f. a kind of weapon, L."
muKaSAlA,1,,,"f. entrance-hall, waiting room, vestibule, L."
muKaSaPa,1,,,"mfn. foul-mouthed, scurrilous, L."
muKaSoBA,1,,,"f. brilliancy of the face resulting from reading the Veda, L."
muKacIrI,1,,,"f. the tongue, L."
muKamaRqana,1,,,"m. Clerodendrum Phlomoides, L."
muKamoda,1,,,"m. Hyperanthera Moringa, L."
muKampaca,1,,,"m. a beggar, L."
muKanivAsinI,1,,,"f. ‘dwelling in the mouth’, N. of Sarasvatī, L."
muKapUraRa,1,,,"n. ‘filling the mouth’, a mouthful of water, a mouth in general, L."
muKapoYCana,1,,,"(for -proYCana) n. a cloth or napkin for wiping the mouth, L. (w.r. -pocCana)."
muKapuzpaka,1,,,"n. a kind of ornament, L."
muKarajju,1,,,"f. ‘mouth-cord’, the bridle or bit of a horse, L."
muKasamBava,1,,,"m. ‘mouth-born’, a Brāhman, L. (cf. ja)."
muKasura,1,,,"n. lip-nectar, L."
muKavAwikA,1,,,"f. a species of plant (= amba-zWA), L."
muKavallaBa,1,,,"m. a pomegranate tree, L."
muKaviluRWikA,1,,,"f. a she-goat, L."
muKavizWA,1,,,"f. a species of cockroach, L."
muKayantraRa,1,,,"n. ‘mouth-curb’, the bit of a bridle, L."
muKazWIla,1,,,"mfn. (prob. for muKAzWIla) = -SaPa (q.v.), L."
muKolkA,1,,,"f. a forest fire, L."
muKyanfpa,1,,,"m. a paramount sovereign, reigning monarch, L."
muKyarAj,1,,,"m. = -nfpa, L."
muRqIra,1,,,"m. the sun, L."
muRqIrikA,1,,,"f. a species of plant, L."
muRqaPala,1,,,"m. a cocoa-nut tree (the fruit being one step towards a human head made by Viśvāmitra, whe"
muRqaSfNKalika,1,,,"m. N. of a subdivision of the Pāśupatas, L."
muYjana,1,,,"n. a sound, L."
muYjara,1,,,"n. an edible lotus-root, L."
mucaka,1,,,"m. gum-lac, L."
mudI,1,,,"f. moonshine, L."
mudgaBuj,1,,,"m. ‘bean-eater’, a horse, L."
mudgazwa,1,,,"m. a species of bean, L."
mudrAlipi,1,,,"f. ‘printed writing’, print, lithograph, L."
mugUha,1,,,"m. a species of gallinule (= dAtyUha), L."
muhera,1,,,"m. = muhira, a fool, blockhead, L."
muhira,2,,,"m. a fool, blockhead, L. (cf. muhera)"
muhuHprokta,1,,,"mfn. often told, L."
muhurBuj,1,,,"m. ‘constantly eating’, a horse, L."
muktAgAra,1,,,"(˚tAg˚ or ˚tAg˚) n. ‘pearl. abode’, the p˚-oyster, L."
muktAmbara,1,,,"mfn. or m. = mukta-vasana, L."
muktAmukta,1,,,"mfn. hurled and not hurled (applied esp. to weapons which may be wielded and hurled, as cl"
muktAprAlamba,1,,,"m. a string of pearls, p˚ ornament, L."
muktApralamba,1,,,"m. = -prAlamba (q.v.), L."
muktAsraj,1,,,"f. a chaplet of pearls, L."
muktabanDanA,1,,,"f. Arabian jasmine, L."
muktakaYcuka,1,,,"mfn. (a snake) that has cast its skin, L."
muktanirmoka,1,,,"mfn. = -kaYcuka (q.v.), L."
muktavyApAra,1,,,"mfn. one who has resigned an office, L."
muktimukta,1,,,"m. frankincense, L."
muku,1,,,"m. = mukti (a word formed to explain, mukun-da as ‘giver of liberation’; others assume muk"
mukuRwI,1,,,"f. a kind of weapon, L. (prob. w.r. for su-kuRWI)."
mukundu,1,,,"m. the resin of Boswellia Thurifera, L."
mukuwI,1,,,"f. snapping the fingers, L."
mukuzWa,2,,,"mfn. = manTara, L."
mukuzWaka,1,,,"m. a species of bean, L."
mumucAna,1,,,"m. a cloud, L."
muniBezaja,3,,,"n. ‘sage's medicine’ fasting, L."
munipittala,1,,,"n. copper, L."
munipizwakin,1,,,"mf(I)n. one who lives every day on 8 wild-rice cakes, L."
muniputraka,1,,,"m. a wagtail, L."
munipuzpaka,1,,,"n. the blossom of Agati Grandiflora, L."
munisTAna,1,,,"n. an abode of Munis or ascetics, L."
munisevita,1,,,"m. a kind of wild grain or rice, L."
munivizwara,1,,,"m. a species of plant, L."
munivratin,1,,,"mfn. one who eats eight mouthfuls, L."
murBiRI,1,,,"f. a chafing-dish, fire-pan, L."
muragaRqa,1,,,"m. an eruption on the face, L. (v.l. -maRqa)."
murajaDvani,1,,,"m. the sound of a drum, L."
murandalA,1,,,"f. N. of a river, L. (= muralA; thought by some to be Narma-dā)."
musalayazwika,1,,,"m. a long staff, L."
musalikA,1,,,"f. a house-lizard, L."
musawI,1,,,"f. a white variety of Panicum Italicum, L. (v.l. muSawI and musuwI)."
mustABa,1,,,"m. a species of Cyperus, L."
mustAda,1,,,"m. ‘grass-eater’, a hog, wild boar, L."
musuRWI,1,,,"f. = (or v.l. for) BuSuRqi, L."
mutya,1,,,"n. a pearl, L."
muzWaka,1,,,"m. black mustard, L."
muzaka,1,,,"m. = mUzaka, a mouse, L."
muzitasmftitA,1,,,"f. forgetfulness, L."
muzkaSUnya,1,,,"m. ‘destitute of t˚’, eunuch, L."
muzma,1,,,"m. a mouse, L."
muzwikAntaka,1,,,"m. ‘annihilator of M˚’, N. of Bala-deva (the brother of Kṛṣṇa), L."
muzwimAndya,1,,,"n. slight loosening of the bow-string, L. (cf. -deSa)."
muzwyAyojana,1,,,"n. seizing a bow with the hand, L."
muzwyazwaka,1,,,"n. eight handfuls, L."
nABaka,1,,,"m. Terminalia Chebula, L."
nABigolaka,1,,,"m. = -kaRwaka, L."
nABiguqaka,1,,,"m. = -kaRwaka, L."
nABikupikA,1,,,"f. a protruding or ruptured navel, L."
nABimAtra,1,,,"mf(I/)n. = -daGna, L."
nASI,1,,,"f. N. of a river near Benares, L."
nAgAYcalA,1,,,"f. = ˚ga-yazwi, L."
nAgAYcanA,2,,,"f. an e˚'s trunk, L."
nAgAYjanA,2,,,"f. female e˚, L."
nAgAlAbu,1,,,"f. a kind of gourd, L."
nAgIja,1,,,"n. the blossom of Mesua Roxburghii, L."
nAgaBft,1,,,"m. a species of snake, Amphisbaena, L. (cf. -Bid)."
nAgaBid,1,,,"m. ‘elephant-destroyer’, a species of snake (v.l. for -Bft?), L."
nAgabanDaka,1,,,"m. elephant-catcher, L."
nAgabanDu,1,,,"m. ‘elephant-friend’, Ficus Religiosa, L."
nAgacCattrA,1,,,"f. Tiaridium Indicum, L."
nAgadalopama,1,,,"n. Xylocarpus Granatum, L."
nAgadantikA,1,,,"f. Tragia Involucrata, L."
nAgadeRwikA,1,,,"f. (for -dantikA?) the betel plant, L."
nAgajIvana,1,,,"n. tin, L."
nAgajIvanaSatru,1,,,"m. ‘foe of tin’, orpiment, L."
nAgamaRqalika,1,,,"m. a keeper or catcher of snakes, L."
nAgamalla,1,,,"m. ‘athlete among the e˚’, N. of Indra's e˚ Airāvata, L."
nAgamatI,1,,,"f. Ocimum Sanctum, L."
nAganAman,1,,,"m. holy basil (= tulasI), L."
nAganiryUha,1,,,"m. a peg in a wall (= -danta), L."
nAgapASaka,1,,,"m. a kind of coitus, L."
nAgapada,1,,,"m. a kind of coitus, L."
nAgarIwa,1,,,"prob. w.r. for nAgavIwa m. intriguer, match-maker, L."
nAgaraGana,1,,,"m. = -mustA, L."
nAgaruka,1,,,"m. (fr. -vfkza) the orange-tree, L. (cf. -raNga)."
nAgasPowA,1,,,"f. Croton Polyandrum or Tiaridium Indicum, L."
nAgastokaka,1,,,"n. a species of poisonous plant, L."
nAgatamanI,1,,,"f. = -yazwi, L."
nAgavarDana,1,,,"m. N. of men, L."
nAgayazwi,1,,,"f. a post serving as water-mark, L."
nAgoda,1,,,"n. (nAga + uda or corrupted fr. next) armour for the front of the body, L."
nAkanATa,1,,,"m. ‘sky-lord’, N. of Indra, L."
nAkanAyakapurohita,1,,,"m. ‘Indra's chief priest’, N. of Bṛhas-pati or the planet Jupiter, L."
nAkavanitA,1,,,"f. = -nArI, L."
nAkeSa,1,,,"m. = ˚ka-nATa, L."
nAlAstra,1,,,"n. any tubular weapon (e.g. gun, cannon &c.), L."
nAlIpa,1,,,"m. Nauclea Cadamba (?), L."
nAlIvraRa,1,,,"m. = nAqI-vr˚, L."
nAlakinI,1,,,"f. a multitude of lotus flowers, a lotus lake, L."
nAlandara,1,,,"m. N. of a Buddh. monastery, L."
nAlijaNGa,1,,,"m. a crow, L. (cf. nAqI-j˚)."
nAlitA,1,,,"f. Arum Colocasia, L."
nAmaSuRqI,1,,,"f. a kind of gourd, L."
nAmacOra,1,,,"m. the stealer of (i.e. assumer of) another person's name, L."
nAmadeva,1,,,"m. N. of a man, L."
nAmaliNga,1,,,n. the gender of nouns or a wk. treating thereof L.
nAmaniyatapraveSa,1,,,"m. N. of a Samādhi, L."
nAmatika,1,,,"mf(I)n. (fr. 2. namata) dressed in woollen cloth, L."
nAmavarjita,1,,,"mfn. nameless, stupid, L."
nAmavyUha,1,,,"m. N. of a Samādhi, L."
nAmi,1,,,"m. N. of Viṣṇu, L."
nAnADvani,1,,,"m. any musical instrument with more than one tone, L."
nAnAkanda,1,,,"m. a species of bulbous plant, L."
nAndIpawa,1,,,"m. the lid or cover of a well, L."
nAndikara,1,,,"m. = ˚dI-k˚, L."
nAndin,1,,,"m. = ˚ndI-kara, L."
nApitaBARqa,1,,,"n. shaving tackle, L."
nApitaSAlA,1,,,"f. a b˚'s shop, L."
nApitagfha,1,,,"n. a barber's shop, L."
nAqIcaraRa,1,,,"m. ‘stalk-legged’, a bird, L."
nAqIdeha,1,,,"m. ‘stalk-bodied’, N. of an attendant of Śiva (= Bfgin), L. (cf. vigraha)."
nAqInakzatra,1,,,"n. the planet of a person's nativity (= janma-n˚), L."
nAqIpAtra,1,,,"n. a kind of water-clock, L."
nAqIsneha,1,,,"m. = -deha, L."
nAqIvigraha,1,,,"m. = -deha, L."
nAqa,1,,,"n. (fr. naqa) = nAla, a hollow stalk, L."
nAqiMDaya,1,,,"mfn. drinking or sucking through a tube, L."
nAqicIra,1,,,"n. a weaver's shuttle, L."
nAqikela,1,,,"m. = nArikela, the cocoa-nut palm, L."
nAqimaRqala,1,,,"n. the celestial equator, L."
nAqipattra,1,,,"n. Colocasia Antiquorum, L."
nArIca,1,,,"n. Corchorus Capsularis, L."
nArIkelI,1,,,"f. the cocoa-nut or a fermented liquor made from the milk of it, L."
nArItaraMgaka,1,,,"m. a libertine, catamite, L. (cf. nAqI-t˚)."
nAraNgapattraka,1,,,"m. a yellow carrot, L."
nAradA,1,,,"f. the root of sugarcane, L."
nArajIvana,1,,,"n. gold, L."
nArakIwa,2,,,"m. a kind of worm, L."
nArasiMhacUrRa,1,,,"n. a partic. aphrodisiac, L. (cf. nara-s˚-c˚)."
nAriNgakanda,1,,,"m. a yellow carrot, L. (cf. nAraNga-pattraka)."
nArika,2,,,"mf(I)n. watery, aqueous, L."
nArikelakzAra,1,,,"m. a partic. medicament, L."
nAryaNga,1,,,"m. = nAraNga, the orange-tree, L."
nAsACidra,1,,,"n. a nostril, L."
nAsACinnI,1,,,"f. a species of bird with a divided beak, L."
nAsAdAru,1,,,"n. a piece of wood projecting like a nose over a door, L."
nAsAjvara,1,,,"m. a kind of disease of the nose (= nakra), L."
nAsAlu,1,,,"m. N. of a tree, L."
nAsAraktapitta,1,,,"n. nose-bleeding, L."
nAsatyA,1,,,"(A), f. the constellation Aśvinī, L. (The derivations fr. na + asatya, or fr. nAsA + tya o"
nAsikAmUla,1,,,"n. = nAsA-m˚, L."
nAtivilambin,1,,,"mfn. (˚bi-tA f., L.) not too slow or tardy"
nAtivilambitA,1,,,"f., L."
nAtyucca,1,,,"mfn. not too high, L."
nAvAroha,1,,,"m. a passenger on board ship, a sailor, L. (Cf. under 2. nAva, p. 538, col. 1.)"
nAvin,1,,,"m. a boatman, sailor, L."
nAwAmra,1,,,"m. the water-melon, L."
nAwAra,1,,,"m. the son of an actress, L."
nAwakAKyAyikadarSana,1,,,"n. N. of one of the 64 Kalās, L."
nAweya,1,,,"m. the son of an actress or a dancing girl, L. (cf. ˚wAra)."
nAwyaSAstrapravaktf,1,,,"m. the author of a work on dramatic art, L."
nAwyapriya,1,,,"mfn. fond of dancing (Śiva), L."
nAyakADipa,1,,,"m. ‘chief of leaders’, sovereign, king, L."
nEHsvaBAvya,1,,,"n. (fr. niH-svaBAva), L."
nEcikI,1,,,"f. an excellent cow, L. (cf. nIcaka, ˚kin)."
nEcika,1,,,"n. the head of an ox, L."
nEkaBeda,1,,,"mfn. of many kinds, various, manifold, L."
nElakaRWi,1,,,"m. patr. fr. Nīlakaṇṭha, L."
nElya,1,,,"n. (fr. nIla) dark-blue (the colour), L."
nEmantraRaka,1,,,"n. a banquet, feast, L."
nEmeya,1,,,"m. = ni-maya, barter, exchange, L."
nEpa,1,,,"mf(I)n. (fr. nIpa) coming from the Nauclea Cadamba, L."
nErveDikaprajYa,1,,,"mfn. having a p˚ mind, sagacious, L."
nEryARikatA,1,,,"f., L."
nEvasaMjYAsamADi,1,,,"m. meditation in which there is no reflection, L."
nEzpezikatva,1,,,"n., L."
nIcEHkAram,1,,,"ind. in a low tone, softly, gently, L."
nIcErmuKa,1,,,"mfn. with downcast countenance, L."
nIcaBojya,1,,,"m. ‘food of low men’, an onion, L."
nIcakadamba,1,,,"m. N. of a plant, L."
nIcakin,1,,,"m. the head of an ox, L."
nIkA,1,,,"f. a channel for irrigation, L."
nIlANgu,1,,,"m. id., L."
nIlASI,1,,,"f. (nIla + ?) Vitex Negundo, L."
nIlAYjasA,2,,,"f. lightning (cf. prec.), L."
nIlAdrikarRikA,1,,,"f. a blue species of Clitoria Ternatea, L."
nIlAdriparAjitA,1,,,"f. a blue species of Clitoria Ternatea, L."
nIlAkza,1,,,"m. ‘blue-eyed’, a goose, L."
nIlAlikulasaMkula,1,,,"m. ‘full of swarms of blue bees’, Rosa Glandulifera, L."
nIlAruna,1,,,"m. ‘the dark-red’ or first dawn of day, L."
nIlAsana,2,,,"m. a species of tree, L."
nIlAsura,1,,,"m. N. of an author, L."
nIlaBa,3,,,"m. ‘of bluish or dim appearance’, the moon, L."
nIlaBfNgarAja,1,,,"m. a species of Verbesina with blue blossoms, L."
nIlaGora,1,,,"m. = -pora, L."
nIlabuhnA,1,,,"f. Convolvulus Argenteus, L."
nIlacCada,2,,,"m. ‘dark-leaved’, the date tree, L."
nIlacCavin,1,,,"a kind of bird, L."
nIlacarman,1,,,"m. Grewia Asiatica, L."
nIlagaReSa,1,,,"m. the blue Gaṇeśa, L."
nIlagirikarRikA,1,,,"f. a blue variety of Clitoria Ternatea, L."
nIlaja,1,,,"n. ‘produced in the blue mountains’, blue steel, L."
nIlakuntalA,1,,,"f. N. of a female friend of Durgā, L."
nIlakuraRwaka,1,,,"m., nIla—kusumA, f. (prob.) Barleria Caerulea, L."
